Animal,Corte,Grupo,Region,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
CL5,4,CL,CA1,2282,42.606,58.681,42.606,58.681,319.019,80.008,36.316,99.727,0.282,2.203,0.454,0.823
CL5,4,CL,CA1,964,42.769,42.813,42.769,42.813,281.789,59.341,20.684,118.884,0.153,2.869,0.349,0.554
CL5,4,CL,CA1,435,32.886,29.705,32.886,29.705,123.439,30.536,18.138,117.005,0.359,1.684,0.594,0.631
CL5,4,CL,CA1,806,30.33,27.246,30.33,27.246,216.978,34.681,29.591,76.196,0.215,1.172,0.853,0.672
CL5,4,CL,CA1,316,29.557,30.168,29.557,30.168,123.439,29.03,13.86,140.33,0.261,2.095,0.477,0.587
CL5,1,CL,CA3,1565,67.455,66.746,67.455,66.746,507.553,51.332,38.818,136.421,0.076,1.322,0.756,0.415
CL5,1,CL,CA3,920,49.263,47.022,49.263,47.022,324.09,50.654,23.125,110.684,0.11,2.19,0.457,0.395
CL5,1,CL,CA3,2382,46.927,54.016,46.927,54.016,447.772,65.807,46.087,122.309,0.149,1.428,0.7,0.606
CL5,1,CL,CA3,1429,50.924,38.828,50.924,38.828,368.132,47.339,38.435,114.245,0.133,1.232,0.812,0.474
CL5,1,CL,CA3,1108,45.829,49.395,45.829,49.395,407.529,63.449,22.235,50.726,0.084,2.854,0.35,0.43
CL5,1,CL,CA3,1523,58.758,48.371,58.758,48.371,436.014,49.408,39.247,161.661,0.101,1.259,0.794,0.51
CL5,1,CL,CA3,1141,42.758,48.124,42.758,48.124,226.492,48.633,29.872,9.469,0.28,1.628,0.614,0.729
CL5,1,CL,CA3,1540,43.74,42.769,43.74,42.769,293.747,52.385,37.43,65.247,0.224,1.4,0.715,0.671
CL5,1,CL,CA3,522,42.067,63.856,42.067,63.856,138.995,45.535,14.596,152.333,0.34,3.12,0.321,0.636
CL5,1,CL,CA3,933,45.903,43.206,45.903,43.206,136.51,42.265,28.107,150.492,0.629,1.504,0.665,0.881
CL5,1,CL,CA3,1413,50.831,41.385,50.831,41.385,329.446,47.112,38.188,24.758,0.164,1.234,0.811,0.558
CL5,1,CL,CA3,1269,51.327,50.013,51.327,50.013,234.492,55.437,29.145,49.247,0.29,1.902,0.526,0.581
CL5,1,CL,CA3,1885,45.704,44.179,45.704,44.179,460.642,51.491,46.611,151.197,0.112,1.105,0.905,0.607
CL5,1,CL,CA3,885,33.051,39.5,33.051,39.5,136.61,34.878,32.307,46.431,0.596,1.08,0.926,0.829
CL5,1,CL,CA3,448,31.536,29.096,31.536,29.096,100.569,31.834,17.919,104.581,0.557,1.777,0.563,0.799
CL5,2,CL,CA3,883,55.143,56.608,55.143,56.608,365.002,44.24,25.413,52.16,0.083,1.741,0.574,0.348
CL5,2,CL,CA3,548,50.297,59.56,50.297,59.56,181.966,40.165,17.372,46.498,0.208,2.312,0.433,0.464
CL5,2,CL,CA3,919,57.836,70.908,57.836,70.908,241.362,48.775,23.99,49.469,0.198,2.033,0.492,0.632
CL5,2,CL,CA3,551,45.375,71.877,45.375,71.877,103.74,39.218,17.889,1.482,0.643,2.192,0.456,0.887
CL5,2,CL,CA3,769,38.875,69.508,38.875,69.508,122.468,43.484,22.517,174.005,0.644,1.931,0.518,0.897
CL5,2,CL,CA3,579,41.471,37.457,41.471,37.457,172.551,28.191,26.15,31.386,0.244,1.078,0.928,0.498
CL5,2,CL,CA3,646,28.389,30.505,28.389,30.505,109.782,42.25,19.468,123.552,0.674,2.17,0.461,0.892
CL5,2,CL,CA3,1422,51.822,60.909,51.822,60.909,333.304,74.293,24.37,65.489,0.161,3.049,0.328,0.543
CL5,2,CL,CA3,787,50.24,32.655,50.24,32.655,162.51,55.251,18.136,166.941,0.374,3.046,0.328,0.751
CL5,2,CL,CA3,787,42.284,31.147,42.284,31.147,204.35,49.958,20.058,140.013,0.237,2.491,0.401,0.593
CL5,2,CL,CA3,1279,72.43,34.757,72.43,34.757,376.274,66.034,24.661,4.047,0.114,2.678,0.373,0.456
CL5,2,CL,CA3,426,50.662,41.796,50.662,41.796,107.054,30.077,18.034,146.556,0.467,1.668,0.6,0.708
CL5,2,CL,CA3,508,32.547,36.756,32.547,36.756,93.64,29.304,22.072,31.174,0.728,1.328,0.753,0.876
CL5,2,CL,CA3,640,43.394,39.312,43.394,39.312,103.054,35.51,22.947,160.629,0.757,1.547,0.646,0.906
CL5,2,CL,CA3,696,36.644,36.157,36.644,36.157,152.995,42.284,20.958,123.617,0.374,2.018,0.496,0.726
CL5,3,CL,CA3,724,43.033,35.439,43.033,35.439,198.35,52.812,17.455,127.254,0.231,3.026,0.331,0.609
CL5,3,CL,CA3,1377,42.25,57.772,42.25,57.772,292.291,60.509,28.975,75.491,0.203,2.088,0.479,0.486
CL5,3,CL,CA3,686,33.571,48.889,33.571,48.889,156.024,31.217,27.98,117.925,0.354,1.116,0.896,0.708
CL5,3,CL,CA3,643,46.478,65.701,46.478,65.701,132.853,42.906,19.081,119.689,0.458,2.249,0.445,0.768
CL5,3,CL,CA3,2403,50.431,58.177,50.431,58.177,600.992,69.358,44.113,98.156,0.084,1.572,0.636,0.484
CL5,3,CL,CA3,1137,36.405,59.388,36.405,59.388,287.019,63.738,22.713,104.023,0.173,2.806,0.356,0.569
CL5,3,CL,CA3,900,25.637,43.892,25.637,43.892,233.179,50.32,22.773,112.39,0.208,2.21,0.453,0.638
CL5,3,CL,CA3,667,32.349,46.292,32.349,46.292,154.309,34.155,24.865,154.473,0.352,1.374,0.728,0.676
CL5,3,CL,CA3,718,35.422,53.73,35.422,53.73,219.037,44.822,20.396,156.163,0.188,2.198,0.455,0.527
CL5,3,CL,CA3,817,43.802,47.777,43.802,47.777,178.794,47.003,22.131,5.972,0.321,2.124,0.471,0.647
CL5,3,CL,CA3,1078,49.824,44.523,49.824,44.523,154.267,41.032,33.451,94.474,0.569,1.227,0.815,0.839
CL5,3,CL,CA3,582,45.419,46.378,45.419,46.378,251.907,50.169,14.771,146.436,0.115,3.397,0.294,0.433
CL5,3,CL,CA3,1149,51.201,51.831,51.201,51.831,356.617,63.412,23.071,174.833,0.114,2.749,0.364,0.576
CL5,3,CL,CA3,1156,58.933,42.656,58.933,42.656,157.338,51.137,28.783,60.266,0.587,1.777,0.563,0.832
CL5,3,CL,CA3,362,46.348,44.53,46.348,44.53,78.326,23.663,19.478,153.446,0.741,1.215,0.823,0.878
CL5,4,CL,CA3,180,26.4,18.683,26.4,18.683,49.113,15.776,14.528,171.405,0.938,1.086,0.921,0.93
CL5,4,CL,CA3,1608,67.142,44.817,67.142,44.817,595.394,68.929,29.702,170.712,0.057,2.321,0.431,0.308
CL5,4,CL,CA3,762,47.167,54.461,47.167,54.461,202.007,51.15,18.968,28.734,0.235,2.697,0.371,0.523
CL5,4,CL,CA3,1866,49.478,39.608,49.478,39.608,177.823,57.233,41.512,20.011,0.742,1.379,0.725,0.933
CL5,4,CL,CA3,1264,48.998,44.516,48.998,44.516,318.96,44.913,35.833,73.633,0.156,1.253,0.798,0.555
CL5,4,CL,CA3,1033,49.794,42.62,49.794,42.62,202.35,37.563,35.015,23.141,0.317,1.073,0.932,0.737
CL5,4,CL,CA3,1482,47.366,42.642,47.366,42.642,417.227,51.177,36.871,175.148,0.107,1.388,0.72,0.528
CL5,4,CL,CA3,475,38.809,37.113,38.809,37.113,129.439,40.272,15.018,31.043,0.356,2.682,0.373,0.63
CL5,4,CL,CA3,616,51.078,37.336,51.078,37.336,154.995,39.297,19.959,105.517,0.322,1.969,0.508,0.735
CL5,4,CL,CA3,926,54.634,50.212,54.634,50.212,196.309,57.233,20.6,177.345,0.302,2.778,0.36,0.639
CL5,4,CL,CA3,847,46.452,51.796,46.452,51.796,313.99,61.076,17.657,78.011,0.108,3.459,0.289,0.467
CL5,4,CL,CA3,778,25.228,35.165,25.228,35.165,211.321,42.263,23.439,103.607,0.219,1.803,0.555,0.647
CL5,4,CL,CA3,1492,54.283,52.983,54.283,52.983,386.801,56.69,33.51,73.85,0.125,1.692,0.591,0.484
CL5,4,CL,CA3,785,69.059,36.857,69.059,36.857,234.978,46.96,21.284,166.062,0.179,2.206,0.453,0.487
CL5,4,CL,CA3,538,62.316,38.55,62.316,38.55,171.622,51.29,13.356,52.176,0.23,3.84,0.26,0.5
CL5,1,CL,GD,1216,48.623,47.47,48.623,47.47,224.25,54.014,28.664,153.502,0.304,1.884,0.531,0.643
CL5,1,CL,GD,1099,54.383,46.516,54.383,46.516,296.919,42.246,33.122,132.845,0.157,1.275,0.784,0.545
CL5,1,CL,GD,1591,47.201,46.541,47.201,46.541,268.291,69.995,28.941,30.914,0.278,2.419,0.413,0.748
CL5,1,CL,GD,976,44.014,48.522,44.014,48.522,128.368,47.753,26.023,116.5,0.744,1.835,0.545,0.925
CL5,1,CL,GD,705,38.674,45.767,38.674,45.767,104.569,34.228,26.225,167.49,0.81,1.305,0.766,0.928
CL5,1,CL,GD,937,52.243,45.141,52.243,45.141,157.924,37.959,31.429,114.441,0.472,1.208,0.828,0.811
CL5,1,CL,GD,1067,45.281,51.913,45.281,51.913,227.078,53.51,25.389,12.236,0.26,2.108,0.474,0.649
CL5,1,CL,GD,449,63.288,47.418,63.288,47.418,122.125,39.214,14.579,178.137,0.378,2.69,0.372,0.721
CL5,1,CL,GD,746,51.206,44.103,51.206,44.103,202.451,31.831,29.84,67.152,0.229,1.067,0.937,0.614
CL5,1,CL,GD,2043,61.92,47.578,61.92,47.578,281.706,62.921,41.341,39.005,0.324,1.522,0.657,0.741
CL5,1,CL,GD,591,42.376,42.96,42.376,42.96,105.154,36.787,20.455,11.846,0.672,1.798,0.556,0.868
CL5,1,CL,GD,849,29.968,33.242,29.968,33.242,124.811,35.359,30.572,124.717,0.685,1.157,0.865,0.861
CL5,1,CL,GD,1853,39.855,33.473,39.855,33.473,237.765,63.551,37.125,12.769,0.412,1.712,0.584,0.808
CL5,1,CL,GD,810,44.227,36.832,44.227,36.832,136.125,33.708,30.596,43.883,0.549,1.102,0.908,0.817
CL5,1,CL,GD,1493,50.695,37.675,50.695,37.675,192.794,54.372,34.962,5.462,0.505,1.555,0.643,0.855
CL5,2,CL,GD,514,43.043,38.848,43.043,38.848,262.049,32.302,20.26,62.009,0.094,1.594,0.627,0.347
CL5,2,CL,GD,1623,61.538,43.811,61.538,43.811,367.931,70.958,29.122,35.773,0.151,2.437,0.41,0.545
CL5,2,CL,GD,1411,43.474,31.801,43.474,31.801,319.019,61.325,29.295,175.648,0.174,2.093,0.478,0.62
CL5,2,CL,GD,736,36.712,26,36.712,26,145.439,43.362,21.611,172.864,0.437,2.006,0.498,0.821
CL5,2,CL,GD,664,31.084,34.709,31.084,34.709,151.924,39.797,21.243,11.065,0.362,1.873,0.534,0.775
CL5,2,CL,GD,1054,49.305,39.656,49.305,39.656,238.149,52.005,25.805,165.945,0.234,2.015,0.496,0.618
CL5,2,CL,GD,649,32.887,22.924,32.887,22.924,181.622,34.008,24.298,159.784,0.247,1.4,0.714,0.65
CL5,2,CL,GD,2155,40.754,49.022,40.754,49.022,318.375,62.429,43.951,63.732,0.267,1.42,0.704,0.687
CL5,2,CL,GD,914,49.864,35.237,49.864,35.237,185.037,37.018,31.438,132.473,0.335,1.177,0.849,0.791
CL5,2,CL,GD,1643,44.953,50.062,44.953,50.062,174.752,59.571,35.117,149.23,0.676,1.696,0.589,0.896
CL5,2,CL,GD,912,45.565,40.609,45.565,40.609,176.652,51.317,22.628,11.715,0.367,2.268,0.441,0.622
CL5,2,CL,GD,452,29.396,26.675,29.396,26.675,80.669,26.941,21.361,9.74,0.873,1.261,0.793,0.938
CL5,2,CL,GD,583,25.889,29.258,25.889,29.258,103.882,29.656,25.03,97.747,0.679,1.185,0.844,0.874
CL5,2,CL,GD,863,30.082,27.595,30.082,27.595,163.723,55.742,19.712,151.857,0.405,2.828,0.354,0.72
CL5,2,CL,GD,697,30.895,29.935,30.895,29.935,107.154,39.296,22.584,6.854,0.763,1.74,0.575,0.939
CL5,3,CL,GD,1410,57.391,34.051,57.391,34.051,226.693,69.681,25.764,165.923,0.345,2.705,0.37,0.753
CL5,3,CL,GD,967,26.237,52.501,26.237,52.501,202.551,58.571,21.021,111.142,0.296,2.786,0.359,0.595
CL5,3,CL,GD,907,29.848,52.929,29.848,52.929,198.836,44.621,25.881,123.247,0.288,1.724,0.58,0.686
CL5,3,CL,GD,1040,36.434,52.294,36.434,52.294,168.51,52.318,25.31,113.008,0.46,2.067,0.484,0.799
CL5,3,CL,GD,510,32.827,60.778,32.827,60.778,125.539,27.367,23.728,21.562,0.407,1.153,0.867,0.77
CL5,3,CL,GD,906,33.171,37.848,33.171,37.848,192.35,43.593,26.462,90.899,0.308,1.647,0.607,0.813
CL5,3,CL,GD,837,36.088,33.257,36.088,33.257,118.811,43.407,24.551,79.451,0.745,1.768,0.566,0.929
CL5,3,CL,GD,735,30.467,34.39,30.467,34.39,117.882,43.011,21.758,98.057,0.665,1.977,0.506,0.897
CL5,3,CL,GD,692,28.069,32.318,28.069,32.318,114.811,36.066,24.429,101.511,0.66,1.476,0.677,0.852
CL5,3,CL,GD,2215,87.343,60.53,87.343,60.53,491.713,69.496,40.581,55.073,0.115,1.713,0.584,0.365
CL5,3,CL,GD,1008,42.32,36.921,42.32,36.921,297.446,53.853,23.832,159.22,0.143,2.26,0.443,0.591
CL5,3,CL,GD,2473,52.546,59.264,52.546,59.264,549.796,77.525,40.616,95.159,0.103,1.909,0.524,0.554
CL5,3,CL,GD,1150,36.915,45.674,36.915,45.674,274.434,41.244,35.501,48.535,0.192,1.162,0.861,0.667
CL5,3,CL,GD,1885,54.089,43.932,54.089,43.932,661.82,65.212,36.804,128.555,0.054,1.772,0.564,0.431
CL5,3,CL,GD,1958,35.594,49.13,35.594,49.13,608.482,72.839,34.226,118.6,0.066,2.128,0.47,0.493
CL5,4,CL,GD,589,36.356,42.018,36.356,42.018,170.208,36.877,20.336,58.785,0.255,1.813,0.551,0.631
CL5,4,CL,GD,1269,35.867,44.71,35.867,44.71,414.558,44.042,36.687,77.199,0.093,1.2,0.833,0.454
CL5,4,CL,GD,1908,63.902,50.171,63.902,50.171,447.085,71.607,33.926,15.483,0.12,2.111,0.474,0.597
CL5,4,CL,GD,993,36.936,40.446,36.936,40.446,322.759,42.722,29.594,131.558,0.12,1.444,0.693,0.52
CL5,4,CL,GD,977,39.553,38.729,39.553,38.729,142.853,35.737,34.809,112.532,0.602,1.027,0.974,0.851
CL5,4,CL,GD,703,33.905,39.073,33.905,39.073,118.468,44.956,19.91,73.623,0.629,2.258,0.443,0.898
CL5,4,CL,GD,832,37.19,27.542,37.19,27.542,132.024,39.106,27.089,30.667,0.6,1.444,0.693,0.845
CL5,4,CL,GD,664,19.086,27.953,19.086,27.953,116.125,33.693,25.092,89.981,0.619,1.343,0.745,0.834
CL5,4,CL,GD,1027,34.231,33.831,34.231,33.831,230.735,48.3,27.073,88.97,0.242,1.784,0.561,0.681
CL5,4,CL,GD,422,31.081,28.912,31.081,28.912,127.539,27.806,19.323,85.442,0.326,1.439,0.695,0.621
CL5,4,CL,GD,502,25.337,31.829,25.337,31.829,160.995,33.456,19.105,86.122,0.243,1.751,0.571,0.635
CL5,4,CL,GD,697,28.447,29.166,28.447,29.166,170.167,35.591,24.934,120.357,0.302,1.427,0.701,0.738
CL5,4,CL,GD,562,35.566,29.63,35.566,29.63,91.012,31.932,22.409,69.777,0.853,1.425,0.702,0.947
CL5,4,CL,GD,772,35.102,29.658,35.102,29.658,105.74,32.567,30.182,51.369,0.868,1.079,0.927,0.95
CL5,4,CL,GD,749,28.106,35.471,28.106,35.471,186.693,36.484,26.139,59.653,0.27,1.396,0.716,0.609
AS1,1,AS,CA1,1294,46.577,48.872,46.577,48.872,251.262,53.553,30.765,25.085,0.258,1.741,0.574,0.645
AS1,1,AS,CA1,1276,41.152,37.705,41.152,37.705,363.103,52.578,30.9,54.584,0.122,1.702,0.588,0.435
AS1,1,AS,CA1,844,46.382,52.573,46.382,52.573,117.054,34.569,31.086,39.61,0.774,1.112,0.899,0.91
AS1,1,AS,CA1,1544,54.191,48.13,54.191,48.13,429.428,58.111,33.83,2.19,0.105,1.718,0.582,0.469
AS1,1,AS,CA1,2210,45.917,60.203,45.917,60.203,464.156,79.732,35.291,61.373,0.129,2.259,0.443,0.439
AS1,1,AS,CA1,1538,43.44,56.099,43.44,56.099,262.291,61.324,31.933,36.565,0.281,1.92,0.521,0.716
AS1,1,AS,CA1,991,30.546,33.93,30.546,33.93,325.99,48.3,26.124,83.827,0.117,1.849,0.541,0.54
AS1,1,AS,CA1,2077,36.708,71.864,36.708,71.864,541.068,84.469,31.308,95.193,0.089,2.698,0.371,0.539
AS1,1,AS,CA1,1353,53.321,54.533,53.321,54.533,309.647,46.544,37.012,118.024,0.177,1.258,0.795,0.495
AS1,1,AS,CA1,2386,54.19,68.676,54.19,68.676,577.453,89.242,34.042,105.845,0.09,2.622,0.381,0.493
AS1,1,AS,CA1,877,49.893,40.516,49.893,40.516,184.451,39.119,28.544,134.703,0.324,1.37,0.73,0.711
AS1,1,AS,CA1,1166,36.713,45.724,36.713,45.724,286.676,74.311,19.978,61.824,0.178,3.72,0.269,0.488
AS1,1,AS,CA1,1274,29.702,59.147,29.702,59.147,217.037,64.751,25.051,106.412,0.34,2.585,0.387,0.744
AS1,1,AS,CA1,1734,39.125,52.747,39.125,52.747,488.441,59.901,36.857,97.764,0.091,1.625,0.615,0.56
AS1,1,AS,CA1,1243,43.905,52.202,43.905,52.202,292.576,47.076,33.619,110.181,0.182,1.4,0.714,0.555
AS1,2,AS,CA1,1187,49.119,34.447,49.119,34.447,238.149,66.89,22.594,9.92,0.263,2.96,0.338,0.648
AS1,2,AS,CA1,1001,36.57,45.61,36.57,45.61,202.794,46.164,27.609,53.866,0.306,1.672,0.598,0.649
AS1,2,AS,CA1,293,23.862,29.858,23.862,29.858,78.912,28.157,13.249,64.628,0.591,2.125,0.471,0.803
AS1,2,AS,CA1,1317,50.124,47.798,50.124,47.798,249.664,56.617,29.618,140.239,0.266,1.912,0.523,0.557
AS1,2,AS,CA1,1601,31.454,72.218,31.454,72.218,309.889,82.787,24.623,73.014,0.21,3.362,0.297,0.647
AS1,2,AS,CA1,418,30.136,39.139,30.136,39.139,83.154,23.226,22.914,0.131,0.76,1.014,0.987,0.882
AS1,2,AS,CA1,2493,48.435,62.876,48.435,62.876,667.235,68.111,46.603,94.871,0.07,1.462,0.684,0.498
AS1,2,AS,CA1,1189,41.085,49.368,41.085,49.368,381.387,49.169,30.79,9.852,0.103,1.597,0.626,0.475
AS1,2,AS,CA1,1029,41.092,33.659,41.092,33.659,284.635,39.008,33.587,18.907,0.16,1.161,0.861,0.523
AS1,2,AS,CA1,1882,46.983,56.48,46.983,56.48,387.63,68.951,34.753,65.436,0.157,1.984,0.504,0.554
AS1,2,AS,CA1,1746,48.347,53.505,48.347,53.505,491.269,78.742,28.232,124.611,0.091,2.789,0.359,0.462
AS1,2,AS,CA1,746,45.218,32.24,45.218,32.24,222.451,50.457,18.825,6.09,0.189,2.68,0.373,0.547
AS1,2,AS,CA1,674,39.582,31.056,39.582,31.056,292.676,43.293,19.822,154.138,0.099,2.184,0.458,0.454
AS1,2,AS,CA1,1291,47.735,54.127,47.735,54.127,340.517,83.937,19.583,132.133,0.14,4.286,0.233,0.406
AS1,2,AS,CA1,491,40.284,27.182,40.284,27.182,141.095,38.318,16.315,24.656,0.31,2.349,0.426,0.636
AS1,3,AS,CA1,1513,59.361,47.996,59.361,47.996,434.6,53.058,36.308,165.711,0.101,1.461,0.684,0.478
AS1,3,AS,CA1,858,38.728,44.696,38.728,44.696,270.877,39.476,27.673,35.696,0.147,1.427,0.701,0.426
AS1,3,AS,CA1,464,29.864,39.209,29.864,39.209,134.953,36.235,16.304,92.334,0.32,2.222,0.45,0.636
AS1,3,AS,CA1,515,30.737,39.018,30.737,39.018,114.326,34.466,19.025,25.117,0.495,1.812,0.552,0.751
AS1,3,AS,CA1,1064,25.686,61.564,25.686,61.564,204.551,63.131,21.459,83.851,0.32,2.942,0.34,0.68
AS1,3,AS,CA1,1756,30.331,65.843,30.331,65.843,528.683,85.721,26.082,106.024,0.079,3.287,0.304,0.478
AS1,3,AS,CA1,1046,35.081,39.081,35.081,39.081,406.6,42.192,31.565,63.845,0.08,1.337,0.748,0.423
AS1,3,AS,CA1,692,53.889,34.504,53.889,34.504,232.108,80.836,10.9,24.22,0.161,7.416,0.135,0.462
AS1,3,AS,CA1,258,24.597,21.163,24.597,21.163,69.255,29.359,11.189,49.38,0.676,2.624,0.381,0.901
AS1,3,AS,CA1,911,36.405,36.291,36.405,36.291,159.095,50.989,22.749,135.515,0.452,2.241,0.446,0.769
AS1,3,AS,CA1,1739,54.588,50.042,54.588,50.042,438.943,59.622,37.137,46.042,0.113,1.605,0.623,0.454
AS1,3,AS,CA1,1151,73.89,49.993,73.89,49.993,353.345,86.472,16.948,40.255,0.116,5.102,0.196,0.403
AS1,3,AS,CA1,1480,58.961,48.207,58.961,48.207,467.47,64.466,29.231,37.123,0.085,2.205,0.453,0.46
AS1,3,AS,CA1,584,29.007,39.33,29.007,39.33,104.468,34.237,21.718,78.946,0.672,1.576,0.634,0.857
AS1,3,AS,CA1,829,46.124,43.523,46.124,43.523,197.279,49.414,21.36,42.875,0.268,2.313,0.432,0.56
AS1,4,AS,CA1,500,32.928,44.902,32.928,44.902,138.125,33.8,18.835,97.445,0.329,1.795,0.557,0.598
AS1,4,AS,CA1,696,28.981,44.608,28.981,44.608,171.823,44.707,19.822,74.286,0.296,2.255,0.443,0.626
AS1,4,AS,CA1,730,30.685,35.536,30.685,35.536,107.539,31.035,29.949,158.9,0.793,1.036,0.965,0.917
AS1,4,AS,CA1,1689,41.383,48.381,41.383,48.381,399.529,49.643,43.319,101.207,0.133,1.146,0.873,0.592
AS1,4,AS,CA1,925,30.036,49.314,30.036,49.314,256.877,51.887,22.698,86.864,0.176,2.286,0.437,0.606
AS1,4,AS,CA1,1034,38.574,53.489,38.574,53.489,329.889,54.334,24.23,69.013,0.119,2.242,0.446,0.535
AS1,4,AS,CA1,765,32.309,27.014,32.309,27.014,181.765,34.543,28.198,134.922,0.291,1.225,0.816,0.705
AS1,4,AS,CA1,1208,35.52,39.934,35.52,39.934,291.362,50.864,30.239,78.811,0.179,1.682,0.594,0.582
AS1,4,AS,CA1,1010,26.055,32.255,26.055,32.255,158.409,41.158,31.245,77.165,0.506,1.317,0.759,0.808
AS1,4,AS,CA1,846,46.77,30.073,46.77,30.073,217.865,54.827,19.647,30.684,0.224,2.791,0.358,0.668
AS1,4,AS,CA1,2027,66.42,61.799,66.42,61.799,649.578,62.29,41.433,170.814,0.06,1.503,0.665,0.437
AS1,4,AS,CA1,2638,67.514,51.5,67.514,51.5,779.602,69.979,47.998,146.022,0.055,1.458,0.686,0.466
AS1,4,AS,CA1,1394,42.34,41.636,42.34,41.636,338.517,43.024,41.254,146.999,0.153,1.043,0.959,0.571
AS1,4,AS,CA1,1084,63.052,59.721,63.052,59.721,380.073,54.007,25.556,56.483,0.094,2.113,0.473,0.439
AS1,4,AS,CA1,2821,66.779,57.873,66.779,57.873,814.531,84.688,42.412,39.022,0.053,1.997,0.501,0.419
AS1,1,AS,CA3,1873,45.436,55.406,45.436,55.406,382.073,65.989,36.139,90.441,0.161,1.826,0.548,0.573
AS1,1,AS,CA3,903,48.095,42.97,48.095,42.97,228.492,52.586,21.864,26.793,0.217,2.405,0.416,0.501
AS1,1,AS,CA3,1262,45.326,56.385,45.326,56.385,314.475,50.875,31.584,109.409,0.16,1.611,0.621,0.446
AS1,1,AS,CA3,1860,40.633,64.616,40.633,64.616,438.843,60.444,39.181,93.119,0.121,1.543,0.648,0.472
AS1,1,AS,CA3,980,39.41,27.004,39.41,27.004,229.421,45.054,27.695,23.46,0.234,1.627,0.615,0.704
AS1,1,AS,CA3,1006,34.53,35.895,34.53,35.895,267.99,44.545,28.755,19.264,0.176,1.549,0.646,0.55
AS1,1,AS,CA3,1212,49.635,38.221,49.635,38.221,314.777,59.101,26.111,32.869,0.154,2.264,0.442,0.471
AS1,1,AS,CA3,704,38.241,42.423,38.241,42.423,129.681,36.403,24.624,79.766,0.526,1.478,0.676,0.774
AS1,1,AS,CA3,932,35.107,31.502,35.107,31.502,219.078,48.548,24.443,129.312,0.244,1.986,0.503,0.563
AS1,1,AS,CA3,757,32.67,28.117,32.67,28.117,128.125,34.225,28.162,170.099,0.579,1.215,0.823,0.844
AS1,1,AS,CA3,942,32.863,35.916,32.863,35.916,189.037,39.739,30.182,170.733,0.331,1.317,0.759,0.749
AS1,1,AS,CA3,358,26.109,36.698,26.109,36.698,78.669,26.296,17.334,171.281,0.727,1.517,0.659,0.868
AS1,1,AS,CA3,791,31.678,39.705,31.678,39.705,198.007,49.556,20.323,69.922,0.254,2.438,0.41,0.533
AS1,1,AS,CA3,590,32.856,40.295,32.856,40.295,129.782,39.106,19.21,92.04,0.44,2.036,0.491,0.744
AS1,1,AS,CA3,1138,45.974,30.613,45.974,30.613,262.877,47.647,30.41,141.983,0.207,1.567,0.638,0.566
AS1,2,AS,CA3,833,32.199,31.877,32.199,31.877,154.652,42.308,25.069,158.114,0.438,1.688,0.593,0.782
AS1,2,AS,CA3,1017,35.606,33.165,35.606,33.165,136.953,50.149,25.821,10.445,0.681,1.942,0.515,0.913
AS1,2,AS,CA3,689,27.805,27.75,27.805,27.75,175.723,39.598,22.154,32.5,0.28,1.787,0.559,0.757
AS1,2,AS,CA3,1268,40.526,58.195,40.526,58.195,364.86,57.037,28.306,115.588,0.12,2.015,0.496,0.476
AS1,2,AS,CA3,2407,81.325,59.338,81.325,59.338,625.879,100.149,30.601,144.245,0.077,3.273,0.306,0.512
AS1,2,AS,CA3,1245,41.881,62.29,41.881,62.29,327.061,68.491,23.144,114.795,0.146,2.959,0.338,0.484
AS1,2,AS,CA3,690,33.314,33.145,33.314,33.145,206.25,30.127,29.161,94.825,0.204,1.033,0.968,0.518
AS1,2,AS,CA3,2246,49.165,42.09,49.165,42.09,483.026,90.305,31.667,124.408,0.121,2.852,0.351,0.643
AS1,2,AS,CA3,1346,58.111,40.048,58.111,40.048,340.96,64.436,26.597,138.482,0.145,2.423,0.413,0.494
AS1,2,AS,CA3,814,48.477,39.775,48.477,39.775,266.919,52.212,19.85,135.946,0.144,2.63,0.38,0.449
AS1,2,AS,CA3,647,26.604,33.522,26.604,33.522,132.368,52.414,15.717,88.774,0.464,3.335,0.3,0.816
AS1,2,AS,CA3,475,24.241,31.361,24.241,31.361,89.983,28.091,21.529,149.501,0.737,1.305,0.766,0.866
AS1,2,AS,CA3,1863,54.512,39.598,54.512,39.598,310.333,55.956,42.391,131.868,0.243,1.32,0.758,0.557
AS1,2,AS,CA3,381,28.778,23.301,28.778,23.301,128.711,35.585,13.632,161.138,0.289,2.61,0.383,0.662
AS1,2,AS,CA3,1084,48.687,22.156,48.687,22.156,266.291,69.819,19.768,175.788,0.192,3.532,0.283,0.578
AS1,3,AS,CA3,846,28.135,72.116,28.135,72.116,295.948,80.926,13.31,79.036,0.121,6.08,0.164,0.392
AS1,3,AS,CA3,1477,35.56,36.099,35.56,36.099,354.818,55.872,33.659,128.745,0.147,1.66,0.602,0.631
AS1,3,AS,CA3,1038,35.177,28.585,35.177,28.585,172.409,53.241,24.824,40.306,0.439,2.145,0.466,0.783
AS1,3,AS,CA3,739,26.369,25.794,26.369,25.794,113.882,40.216,23.397,133.444,0.716,1.719,0.582,0.896
AS1,3,AS,CA3,789,25.151,28.978,25.151,28.978,118.711,34.16,29.408,54.027,0.704,1.162,0.861,0.894
