Animal,Corte,Grupo,Region,Branches,Junctions,End.point.voxels,Juncction.voxels,Slab.voxels,Average.branch.length,Triple.points,Quadruple.points,Maximum.branch.length
AL2,3,AL,CA3,22,9,14,31,163,11.207,6,3,24.556
AL2,3,AL,CA3,5,2,4,7,49,13.788,2,0,20.728
AL2,3,AL,CA3,3,1,3,3,28,13.485,1,0,21.971
AL2,3,AL,CA3,1,0,2,0,5,7.657,0,0,7.657
AL2,3,AL,CA3,14,7,7,25,79,8.922,7,0,20.485
AL2,3,AL,CA3,3,1,3,4,61,25.095,1,0,41.142
AL2,3,AL,CA3,1,0,2,0,74,84.527,0,0,84.527
AL2,3,AL,CA3,21,10,10,38,151,11.097,9,0,29.971
AL2,3,AL,CA3,7,3,5,12,85,16.771,3,0,41.042
AL2,3,AL,CA3,3,1,3,3,55,23.866,1,0,43.213
AL2,3,AL,CA3,12,5,7,11,86,10.254,3,2,26.314
AL2,3,AL,CA3,22,10,13,34,178,11.966,9,1,31.627
AL2,3,AL,CA3,1,0,2,0,20,25.142,0,0,25.142
AL2,3,AL,CA3,10,4,7,15,145,20.226,3,1,46.284
AL2,4,AL,CA3,7,3,4,9,56,11.894,2,1,22.728
AL2,4,AL,CA3,3,1,3,4,18,9.047,1,0,19.899
AL2,4,AL,CA3,5,2,3,5,29,8.76,1,1,17.071
AL2,4,AL,CA3,28,14,13,49,160,9.194,13,1,24.899
AL2,4,AL,CA3,32,16,14,56,247,11.539,14,2,30.314
AL2,4,AL,CA3,6,2,5,12,93,21.452,1,1,34.437
AL2,4,AL,CA3,3,1,3,4,17,8.909,1,0,16.485
AL2,4,AL,CA3,7,3,4,9,58,12.002,2,1,22.899
AL2,4,AL,CA3,3,1,3,4,45,19.071,1,0,45.971
AL2,4,AL,CA3,15,7,7,16,146,13.073,5,2,35.385
AL2,4,AL,CA3,19,9,11,26,165,12.336,9,0,23.556
AL2,4,AL,CA3,7,3,5,11,118,21.816,3,0,44.314
AL2,4,AL,CA3,3,1,3,1,64,24.957,1,0,38.142
AL2,4,AL,CA3,1,0,2,0,28,32.728,0,0,32.728
AL2,4,AL,CA3,3,1,3,4,63,25.485,1,0,41.971
AL2,1,AL,GD,1,0,2,0,4,5.828,0,0,5.828
AL2,1,AL,GD,3,1,3,4,28,13.128,1,0,22.728
AL2,1,AL,GD,5,2,4,7,89,23.576,2,0,63.012
AL2,1,AL,GD,14,7,6,24,150,15.224,6,1,53.863
AL2,1,AL,GD,11,5,7,15,122,15.485,5,0,40.87
AL2,1,AL,GD,8,3,6,11,93,16.311,2,1,39.819
AL2,1,AL,GD,1,0,2,0,38,44.799,0,0,44.799
AL2,1,AL,GD,17,8,10,26,143,12.205,8,0,34.385
AL2,1,AL,GD,5,2,4,5,60,16.085,2,0,26.556
AL2,1,AL,GD,1,0,2,0,37,46.284,0,0,46.284
AL2,1,AL,GD,3,1,3,3,56,22.681,1,0,45.556
AL2,1,AL,GD,3,1,3,3,58,24.176,1,0,31.728
AL2,1,AL,GD,10,4,7,15,119,16.012,3,1,41.971
AL2,1,AL,GD,1,0,2,0,17,20.899,0,0,20.899
AL2,1,AL,GD,3,1,3,3,38,15.438,1,0,19.828
AL2,2,AL,GD,20,8,13,32,186,14.334,5,3,48.77
AL2,2,AL,GD,7,3,5,8,59,11.622,3,0,18.485
AL2,2,AL,GD,17,8,10,26,151,12.598,8,0,24.971
AL2,2,AL,GD,11,5,7,17,136,17.806,5,0,41.627
AL2,2,AL,GD,18,9,8,34,129,10.839,8,1,38.142
AL2,2,AL,GD,5,2,4,6,31,8.994,2,0,18.485
AL2,2,AL,GD,5,2,4,8,40,11.277,2,0,19.071
AL2,2,AL,GD,8,3,6,14,88,15.819,2,1,30.799
AL2,2,AL,GD,9,4,6,14,82,13.201,4,0,34.556
AL2,2,AL,GD,14,7,6,24,111,11.934,6,1,52.87
AL2,2,AL,GD,3,1,3,4,18,9.6,1,0,19.142
AL2,2,AL,GD,1,0,2,0,5,6.414,0,0,6.414
AL2,2,AL,GD,3,1,3,3,20,10.128,1,0,13.071
AL2,2,AL,GD,3,1,3,4,46,20.095,1,0,23.971
AL2,2,AL,GD,1,0,2,0,17,20.485,0,0,20.485
AL2,3,AL,GD,8,3,6,15,130,22.155,2,1,56.698
AL2,3,AL,GD,8,3,6,11,54,10.449,2,1,18.728
AL2,3,AL,GD,5,2,4,7,32,9.146,2,0,14.657
AL2,3,AL,GD,18,9,8,35,134,11.796,8,1,25.556
AL2,3,AL,GD,12,6,6,18,127,14.675,6,0,36.142
AL2,3,AL,GD,7,3,5,9,67,13.263,3,0,26.799
AL2,3,AL,GD,7,3,5,9,49,10.81,3,0,34.799
AL2,3,AL,GD,10,4,7,19,94,13.906,3,1,26.437
AL2,3,AL,GD,4,1,4,4,80,25.58,0,1,56.456
AL2,3,AL,GD,1,0,2,0,13,16.899,0,0,16.899
AL2,3,AL,GD,11,5,7,17,97,12.324,5,0,26.657
AL2,3,AL,GD,5,2,4,6,29,8.511,2,0,23.485
AL2,3,AL,GD,3,1,3,1,34,15.647,1,0,19.728
AL2,3,AL,GD,15,7,9,25,86,9.148,7,0,17.314
AL2,3,AL,GD,16,7,10,28,103,10.307,6,1,16.314
AL2,4,AL,GD,12,5,8,15,124,14.438,4,1,31.385
AL2,4,AL,GD,17,7,11,26,157,13.378,5,2,28.314
AL2,4,AL,GD,5,2,4,8,26,8.974,2,0,13.899
AL2,4,AL,GD,1,0,2,0,50,58.87,0,0,58.87
AL2,4,AL,GD,3,1,3,3,48,21.947,1,0,32.456
AL2,4,AL,GD,7,3,5,10,48,10.455,3,0,24.728
AL2,4,AL,GD,3,1,3,4,25,11.933,1,0,21.485
AL2,4,AL,GD,18,9,9,24,169,12.649,9,0,31.385
AL2,4,AL,GD,3,1,3,4,14,7.771,1,0,9.657
AL2,4,AL,GD,13,6,7,18,101,11.635,5,1,35.385
AL2,4,AL,GD,10,4,7,17,61,9.418,3,1,17.485
AL2,4,AL,GD,7,3,5,10,73,14.534,3,0,27.728
AL2,4,AL,GD,16,7,10,23,112,10.338,6,1,33.728
AL2,4,AL,GD,33,18,11,57,172,8.639,17,1,26.899
AL2,4,AL,GD,13,6,7,29,123,13.586,3,2,51.971
AL3,1,AL,CA1,15,7,8,27,123,12.459,6,1,34.385
AL3,1,AL,CA1,7,3,5,9,63,12.336,3,0,26.314
AL3,1,AL,CA1,7,3,5,10,96,18.767,3,0,46.456
AL3,1,AL,CA1,7,3,5,8,107,20.373,3,0,50.355
AL3,1,AL,CA1,8,3,6,10,71,12.791,2,1,25.556
AL3,1,AL,CA1,15,7,9,19,110,11.149,7,0,19.971
AL3,1,AL,CA1,16,8,8,25,90,8.827,8,0,17.314
AL3,1,AL,CA1,14,7,7,20,94,10.152,7,0,15.899
AL3,1,AL,CA1,11,5,6,17,87,11.603,4,1,17.485
AL3,1,AL,CA1,8,4,4,15,70,12.398,4,0,21.899
AL3,1,AL,CA1,3,1,3,4,38,16.047,1,0,22.657
AL3,1,AL,CA1,3,1,3,4,35,15.542,1,0,35.971
AL3,1,AL,CA1,3,1,3,4,41,18.98,1,0,33.799
AL3,1,AL,CA1,5,2,4,5,43,12.402,2,0,40.87
AL3,1,AL,CA1,12,5,7,17,85,10.063,3,2,24.071
AL3,2,AL,CA1,28,13,15,46,183,10.166,11,2,29.556
AL3,2,AL,CA1,12,5,8,18,125,14.315,4,1,35.971
AL3,2,AL,CA1,16,7,10,21,124,11.063,6,1,26.728
AL3,2,AL,CA1,5,2,4,8,92,23.997,2,0,36.314
AL3,2,AL,CA1,12,5,8,12,85,10.062,4,1,15.657
AL3,2,AL,CA1,7,3,5,11,59,11.494,3,0,18.657
AL3,2,AL,CA1,10,4,7,12,82,12.112,3,1,24.893
AL3,2,AL,CA1,3,1,3,3,34,15.209,1,0,21.657
AL3,2,AL,CA1,35,17,16,59,174,8.353,14,3,16.243
AL3,2,AL,CA1,5,2,4,5,65,17.251,2,0,20.971
AL3,2,AL,CA1,7,3,5,12,74,14.549,3,0,24.899
AL3,2,AL,CA1,23,10,13,33,143,9.69,7,3,28.071
AL3,2,AL,CA1,3,1,3,3,39,17.566,1,0,21.314
AL3,2,AL,CA1,5,2,4,7,68,17.223,2,0,29.071
AL3,2,AL,CA1,10,4,7,16,45,8.274,3,1,15.899
AL3,3,AL,CA1,1,0,2,0,20,24.314,0,0,24.314
AL3,3,AL,CA1,16,7,9,27,100,10.112,6,0,19.485
AL3,3,AL,CA1,25,11,15,34,119,8.26,9,2,15.728
AL3,3,AL,CA1,29,15,12,48,215,11.18,14,1,29.385
AL3,3,AL,CA1,9,4,6,10,48,8.289,4,0,21.485
AL3,3,AL,CA1,11,5,7,15,54,7.986,5,0,16.071
AL3,3,AL,CA1,12,5,7,21,90,11.779,3,2,22.314
AL3,3,AL,CA1,11,5,6,16,52,7.427,4,1,20.728
AL3,3,AL,CA1,12,5,8,19,76,10.025,4,1,17.02
AL3,3,AL,CA1,17,8,10,20,153,12.913,8,0,53.598
AL3,3,AL,CA1,9,4,6,14,64,10.925,4,0,27.314
AL3,3,AL,CA1,9,4,6,12,46,8.289,4,0,14.899
AL3,3,AL,CA1,4,1,4,7,30,11.126,0,1,19.828
AL3,3,AL,CA1,19,8,11,36,110,9.937,6,1,23.314
AL3,3,AL,CA1,5,2,4,5,70,18.962,2,0,24.142
AL3,4,AL,CA1,6,3,3,11,87,19.359,3,0,29.556
AL3,4,AL,CA1,9,4,6,11,67,10.879,4,0,21.243
AL3,4,AL,CA1,5,2,4,4,47,12.705,2,0,20.142
AL3,4,AL,CA1,7,3,5,10,124,22.944,3,0,42.113
AL3,4,AL,CA1,7,3,5,11,91,17.332,3,0,37.385
AL3,4,AL,CA1,11,5,7,18,81,10.998,5,0,32.385
AL3,4,AL,CA1,9,4,6,9,101,15.263,4,0,44.527
AL3,4,AL,CA1,11,5,7,17,108,13.814,5,0,22.899
AL3,4,AL,CA1,5,2,4,7,83,21.499,2,0,71.527
AL3,4,AL,CA1,6,3,3,10,46,11.49,3,0,25.142
AL3,4,AL,CA1,10,5,5,17,68,10.367,5,0,17.728
AL3,4,AL,CA1,11,5,7,17,65,9.205,5,0,17.485
AL3,4,AL,CA1,15,7,9,22,80,8.537,7,0,16.899
AL3,4,AL,CA1,6,2,5,10,51,12.517,1,1,21.728
AL3,4,AL,CA1,9,3,7,17,96,15.668,2,0,31.071
AL3,1,AL,CA3,6,3,3,8,104,22.273,3,0,39.213
AL3,1,AL,CA3,1,0,2,0,39,47.87,0,0,47.87
AL3,1,AL,CA3,7,3,5,8,66,13.569,3,0,30.971
AL3,1,AL,CA3,14,5,10,26,146,14.804,3,1,44.792
AL3,1,AL,CA3,18,8,11,26,136,11.046,7,1,25.142
AL3,1,AL,CA3,7,3,5,11,86,16.796,3,0,33.971
AL3,1,AL,CA3,12,5,8,22,140,16.297,4,1,34.964
AL3,1,AL,CA3,3,1,3,3,37,16.623,1,0,28.971
AL3,1,AL,CA3,1,0,2,0,19,23.314,0,0,23.314
AL3,1,AL,CA3,7,3,5,12,46,10.194,3,0,16.657
AL3,1,AL,CA3,9,4,6,11,81,12.784,4,0,29.485
AL3,1,AL,CA3,9,4,6,10,68,10.557,4,0,20.485
AL3,1,AL,CA3,3,1,3,1,37,15.266,1,0,25.485
AL3,1,AL,CA3,8,3,6,12,81,14.061,2,1,21.971
AL3,1,AL,CA3,7,3,5,9,83,16.14,3,0,32.799
AL3,2,AL,CA3,9,4,6,11,49,8.787,4,0,14.071
AL3,2,AL,CA3,4,2,2,7,51,17.028,2,0,35.971
AL3,2,AL,CA3,3,1,2,2,23,10.738,0,1,17.728
AL3,2,AL,CA3,1,0,2,0,16,20.728,0,0,20.728
AL3,2,AL,CA3,3,1,3,4,34,14.714,1,0,25.899
AL3,2,AL,CA3,30,14,16,50,215,10.872,13,0,31.2
AL3,2,AL,CA3,15,7,9,23,105,10.325,7,0,22.899
AL3,2,AL,CA3,7,3,3,7,69,13.214,1,2,33.314
AL3,2,AL,CA3,3,1,3,3,30,13.876,1,0,16.485
AL3,2,AL,CA3,1,0,2,0,21,23.243,0,0,23.243
AL3,2,AL,CA3,5,2,4,7,32,9.808,2,0,14.485
AL3,2,AL,CA3,9,4,6,12,76,12.063,4,0,24.971
AL3,2,AL,CA3,16,8,8,26,111,10.875,8,0,20.243
AL3,2,AL,CA3,21,10,12,32,171,11.602,10,0,24.243
AL3,2,AL,CA3,26,11,16,40,181,10.733,8,3,17.485
AL3,3,AL,CA3,5,2,4,4,87,22.114,2,0,35.385
AL3,3,AL,CA3,5,2,4,4,76,20.079,2,0,27.556
AL3,3,AL,CA3,8,3,6,14,88,16.206,2,1,30.961
AL3,3,AL,CA3,9,4,5,11,76,12.201,3,1,28.213
AL3,3,AL,CA3,5,2,4,7,32,10.057,2,0,16.071
AL3,3,AL,CA3,1,0,2,0,41,46.142,0,0,46.142
AL3,3,AL,CA3,5,2,4,5,43,11.857,2,0,17.314
AL3,3,AL,CA3,8,3,6,14,105,17.281,2,1,32.314
AL3,3,AL,CA3,4,1,4,7,52,17.571,0,1,31.899
AL3,3,AL,CA3,9,4,6,14,98,14.941,4,0,36.627
AL3,3,AL,CA3,9,4,6,12,80,12.646,4,0,30.627
AL3,3,AL,CA3,7,3,5,7,76,14.583,3,0,31.899
AL3,3,AL,CA3,5,2,4,6,56,14.574,2,0,25.142
AL3,3,AL,CA3,3,1,3,4,38,16.876,1,0,42.385
AL3,3,AL,CA3,15,7,9,22,113,11.135,7,0,26.142
AL3,4,AL,CA3,1,0,2,0,12,14.657,0,0,14.657
AL3,4,AL,CA3,1,0,2,0,1,2.414,0,0,2.414
AL3,4,AL,CA3,7,3,5,10,76,15.52,3,0,19.142
AL3,4,AL,CA3,3,1,3,3,35,16.095,1,0,32.213
AL3,4,AL,CA3,15,7,9,20,122,11.85,7,0,27.314
AL3,4,AL,CA3,7,3,4,9,48,9.518,2,1,15.071
AL3,4,AL,CA3,1,0,2,0,60,68.042,0,0,68.042
AL3,4,AL,CA3,3,1,3,3,44,17.3,1,0,25.657
AL3,4,AL,CA3,5,2,4,8,64,18.231,2,0,31.799
AL3,4,AL,CA3,16,8,8,26,117,10.991,8,0,20.728
AL3,4,AL,CA3,5,2,4,7,38,11.505,2,0,15.485
AL3,4,AL,CA3,10,4,7,17,78,11.922,3,1,27.213
AL3,4,AL,CA3,13,5,9,21,112,13.254,3,2,32.042
AL3,4,AL,CA3,7,3,5,9,60,11.553,3,0,21.828
AL3,4,AL,CA3,10,4,7,18,73,11.025,3,1,29.728
AL3,1,AL,GD,3,1,3,4,34,16.371,1,0,30.627
AL3,1,AL,GD,20,10,10,31,114,9.191,10,0,27.385
AL3,1,AL,GD,15,6,10,19,109,10.779,4,2,25.971
AL3,1,AL,GD,1,0,2,0,18,21.071,0,0,21.071
AL3,1,AL,GD,10,4,7,15,48,8.25,3,1,14.728
AL3,1,AL,GD,10,4,6,18,104,15.332,2,2,23.971
AL3,1,AL,GD,15,6,10,24,105,10.903,4,2,26.657
AL3,1,AL,GD,13,5,8,24,107,12.482,2,3,28.899
AL3,1,AL,GD,18,9,9,26,160,12.425,9,0,30.728
AL3,1,AL,GD,11,5,7,15,102,13.366,5,0,22.485
AL3,1,AL,GD,14,6,8,25,117,12.572,4,2,20.728
AL3,1,AL,GD,8,4,4,10,69,12.343,4,0,29.799
AL3,1,AL,GD,23,12,10,41,157,10.376,12,0,22.728
AL3,1,AL,GD,21,8,14,34,170,12.625,5,2,34.271
AL3,1,AL,GD,17,7,11,27,121,10.839,5,2,31.071
AL3,2,AL,GD,6,3,3,11,81,18.635,3,0,46.799
AL3,2,AL,GD,3,1,3,3,35,15.404,1,0,21.071
AL3,2,AL,GD,3,1,3,3,43,18.347,1,0,23.071
AL3,2,AL,GD,3,1,3,5,48,22.475,1,0,53.184
AL3,2,AL,GD,18,9,9,28,111,9.396,9,0,21.899
AL3,2,AL,GD,1,0,2,0,29,34.142,0,0,34.142
AL3,2,AL,GD,5,2,4,5,65,16.008,2,0,33.071
AL3,2,AL,GD,5,2,4,4,57,14.871,2,0,29.142
AL3,2,AL,GD,3,1,3,4,37,15.438,1,0,38.485
AL3,2,AL,GD,23,11,12,35,158,10.274,10,1,33.485
AL3,2,AL,GD,15,7,9,22,148,13.733,7,0,22.728
AL3,2,AL,GD,14,7,7,25,73,8.523,7,0,20.142
AL3,2,AL,GD,26,12,14,48,119,8.043,10,2,19.071
AL3,2,AL,GD,3,1,3,4,11,7.324,1,0,9.899
AL3,2,AL,GD,1,0,2,0,5,7.243,0,0,7.243
AL3,3,AL,GD,3,1,3,3,25,11.519,1,0,18.485
AL3,3,AL,GD,3,1,3,3,59,23.819,1,0,28.314
AL3,3,AL,GD,1,0,2,0,41,47.799,0,0,47.799
AL3,3,AL,GD,3,1,3,4,43,18.681,1,0,29.971
AL3,3,AL,GD,15,8,6,26,113,11.103,8,0,22.728
AL3,3,AL,GD,10,4,7,15,72,11.27,3,1,25.314
AL3,3,AL,GD,9,4,6,14,52,9.343,4,0,25.142
AL3,3,AL,GD,5,2,4,7,79,20.12,2,0,36.314
AL3,3,AL,GD,1,0,2,0,48,58.113,0,0,58.113
AL3,3,AL,GD,9,4,6,11,77,12.358,4,0,24.728
AL3,3,AL,GD,19,10,7,36,86,7.913,9,1,14.485
AL3,3,AL,GD,7,3,5,10,67,13.998,3,0,47.527
AL3,3,AL,GD,4,1,4,4,14,6.032,0,1,8.414
AL3,3,AL,GD,10,4,7,19,106,14.983,3,1,28.919
AL3,3,AL,GD,12,5,8,14,122,14.435,4,1,30.485
AL3,4,AL,GD,1,0,2,0,24,29.556,0,0,29.556
AL3,4,AL,GD,3,1,3,3,50,21.233,1,0,33.899
AL3,4,AL,GD,16,8,8,21,124,10.945,8,0,24.556
AL3,4,AL,GD,7,3,5,6,66,12.396,3,0,31.728
AL3,4,AL,GD,5,2,4,4,33,8.911,2,0,26.485
AL3,4,AL,GD,13,6,8,20,93,10.792,6,0,29.385
AL3,4,AL,GD,1,0,2,0,3,4.828,0,0,4.828
AL3,4,AL,GD,3,1,3,3,86,36.685,1,0,80.841
AL3,4,AL,GD,10,4,7,16,94,13.612,3,1,49.042
AL3,4,AL,GD,9,4,5,17,75,12.315,3,1,38.142
AL3,4,AL,GD,9,4,6,8,82,12.857,4,0,28.556
AL3,4,AL,GD,15,6,10,24,115,11.127,4,2,28.728
AL3,4,AL,GD,9,4,6,14,115,17.788,4,0,45.698
AL3,4,AL,GD,7,3,5,7,101,18.544,3,0,26.314
AL3,4,AL,GD,7,3,5,10,75,14.524,3,0,43.042
AL4,1,AL,CA1,15,8,6,26,130,13.285,8,0,29.728
AL4,1,AL,CA1,7,3,5,7,74,14.569,3,0,25.556
AL4,1,AL,CA1,1,0,2,0,30,38.87,0,0,38.87
AL4,1,AL,CA1,7,3,5,9,69,14.022,3,0,30.456
AL4,1,AL,CA1,21,9,12,34,155,11.119,6,3,27.971
AL4,1,AL,CA1,9,4,6,6,96,14.098,4,0,19.142
AL4,1,AL,CA1,8,4,4,13,60,10.712,4,0,18.071
AL4,1,AL,CA1,10,5,5,13,85,12.23,5,0,30.728
AL4,1,AL,CA1,11,5,7,17,87,11.996,5,0,31.799
AL4,1,AL,CA1,18,9,9,29,201,15.441,9,0,56.527
AL4,1,AL,CA1,16,7,10,29,155,14.139,6,1,36.728
AL4,1,AL,CA1,13,6,8,13,113,11.811,6,0,34.899
AL4,1,AL,CA1,17,8,10,22,123,10.657,8,0,22.728
AL4,1,AL,CA1,8,3,6,10,75,13.557,2,1,46.284
AL4,1,AL,CA1,15,7,9,22,93,9.597,7,0,21.071
AL4,2,AL,CA1,1,0,2,0,48,56.042,0,0,56.042
AL4,2,AL,CA1,5,2,4,6,73,19.631,2,0,29.314
AL4,2,AL,CA1,16,7,9,28,168,14.775,5,2,42.204
AL4,2,AL,CA1,1,0,2,0,37,45.456,0,0,45.456
AL4,2,AL,CA1,13,6,8,18,82,9.442,6,0,22.485
AL4,2,AL,CA1,33,15,19,52,226,10.497,13,2,26.142
AL4,2,AL,CA1,5,2,4,7,54,14.871,2,0,23.485
AL4,2,AL,CA1,1,0,2,0,27,31.728,0,0,31.728
AL4,2,AL,CA1,10,4,7,14,98,13.515,3,1,42.961
AL4,2,AL,CA1,26,12,13,47,206,12.058,9,3,48.799
AL4,2,AL,CA1,32,16,15,56,196,9.71,15,1,35.556
AL4,2,AL,CA1,7,3,5,11,77,14.953,3,0,27.485
AL4,2,AL,CA1,28,14,13,46,212,11.114,13,1,27.314
AL4,2,AL,CA1,30,15,12,54,191,10.174,12,3,26.385
AL4,2,AL,CA1,1,0,2,0,37,45.456,0,0,45.456
AL4,3,AL,CA1,1,0,2,0,51,59.87,0,0,59.87
AL4,3,AL,CA1,7,3,5,9,48,10.051,3,0,17.899
AL4,3,AL,CA1,12,6,6,16,115,12.935,6,0,28.728
AL4,3,AL,CA1,12,5,8,13,93,11.28,4,1,20.971
AL4,3,AL,CA1,3,1,3,3,15,8.185,1,0,10.071
AL4,3,AL,CA1,25,12,9,46,156,10.198,7,5,27.314
AL4,3,AL,CA1,13,6,8,18,94,10.874,6,0,29.142
AL4,3,AL,CA1,17,8,9,24,143,11.732,7,1,26.728
AL4,3,AL,CA1,3,1,3,4,26,12.128,1,0,20.728
AL4,3,AL,CA1,25,13,10,45,204,12.358,10,2,25.556
AL4,3,AL,CA1,23,10,14,36,185,12.093,8,2,49.52
AL4,3,AL,CA1,25,12,12,41,150,9.531,10,2,38.142
AL4,3,AL,CA1,7,3,5,9,61,12.11,3,0,28.556
AL4,3,AL,CA1,3,1,3,3,63,25.152,1,0,45.314
AL4,3,AL,CA1,5,2,4,7,63,16.671,2,0,37.385
AL4,4,AL,CA1,15,7,9,24,133,12.59,7,0,42.314
AL4,4,AL,CA1,14,7,7,26,97,10.848,7,0,19.314
AL4,4,AL,CA1,37,19,15,65,270,10.962,17,2,24.485
AL4,4,AL,CA1,7,3,5,10,127,23.279,3,0,38.627
AL4,4,AL,CA1,5,2,4,8,70,17.857,2,0,25.828
AL4,4,AL,CA1,16,8,7,33,113,11.426,7,1,34.284
AL4,4,AL,CA1,26,12,12,45,170,10.171,8,4,23.657
AL4,4,AL,CA1,17,8,9,29,118,10.628,7,1,34.971
AL4,4,AL,CA1,6,3,3,7,98,20.347,3,0,35.314
AL4,4,AL,CA1,1,0,2,0,23,28.971,0,0,28.971
AL4,4,AL,CA1,5,2,4,5,47,13.037,2,0,21.071
AL4,4,AL,CA1,5,2,4,7,80,20.699,2,0,43.627
AL4,4,AL,CA1,40,20,16,77,273,10.878,16,4,38.627
AL4,4,AL,CA1,29,14,13,53,232,12.172,11,3,33.213
AL4,4,AL,CA1,3,1,3,3,31,14.347,1,0,25.728
AL4,1,AL,CA3,5,2,4,6,33,9.643,2,0,23.142
AL4,1,AL,CA3,3,1,3,3,37,15.243,1,0,16.243
AL4,1,AL,CA3,1,0,2,0,28,32.314,0,0,32.314
AL4,1,AL,CA3,1,0,2,0,44,51.627,0,0,51.627
AL4,1,AL,CA3,23,11,11,34,157,10.213,9,2,24.142
AL4,1,AL,CA3,9,3,7,14,111,17.245,2,0,33.971
AL4,1,AL,CA3,3,1,3,4,18,9.462,1,0,14.899
AL4,1,AL,CA3,1,0,2,0,33,35.657,0,0,35.657
AL4,1,AL,CA3,6,2,5,8,51,12.225,1,1,21.657
AL4,1,AL,CA3,19,9,10,31,190,13.984,8,1,31.679
AL4,1,AL,CA3,24,11,13,35,231,13.499,9,2,35.899
AL4,1,AL,CA3,11,5,7,15,144,17.071,5,0,62.627
AL4,1,AL,CA3,1,0,2,0,48,60.184,0,0,60.184
AL4,1,AL,CA3,7,3,5,11,35,8.681,3,0,23.971
AL4,1,AL,CA3,7,3,5,6,81,15.214,3,0,47.385
AL4,2,AL,CA3,7,3,5,11,48,10.302,3,0,19.071
AL4,2,AL,CA3,19,9,10,26,182,13.89,8,1,29.87
AL4,2,AL,CA3,7,3,5,9,75,14.761,3,0,35.799
AL4,2,AL,CA3,24,11,14,35,207,12.688,10,1,28.314
AL4,2,AL,CA3,22,10,13,38,164,11.207,9,1,45.213
AL4,2,AL,CA3,10,5,4,18,110,15.146,4,1,34.142
AL4,2,AL,CA3,11,5,7,13,79,10.453,5,0,23.142
AL4,2,AL,CA3,17,8,9,27,180,14.669,7,1,37.385
AL4,2,AL,CA3,25,12,13,38,175,10.716,11,1,27.971
AL4,2,AL,CA3,7,3,5,10,73,14.559,3,0,30.799
AL4,2,AL,CA3,9,5,3,13,123,17.627,5,0,35.556
AL4,2,AL,CA3,1,0,2,0,32,38.799,0,0,38.799
AL4,2,AL,CA3,11,5,5,15,105,13.239,3,2,22.556
AL4,2,AL,CA3,11,5,6,19,100,13.102,4,1,24.314
AL4,2,AL,CA3,3,1,3,4,102,42.627,1,0,118.054
AL4,3,AL,CA3,3,1,3,3,65,27.475,1,0,55.042
AL4,3,AL,CA3,5,2,4,6,22,7.525,2,0,11.485
AL4,3,AL,CA3,1,0,2,0,11,15.728,0,0,15.728
AL4,3,AL,CA3,3,1,3,3,25,12.761,1,0,18.314
AL4,3,AL,CA3,1,0,2,0,20,24.728,0,0,24.728
AL4,3,AL,CA3,7,3,5,5,54,10.302,3,0,18.243
AL4,3,AL,CA3,3,1,3,3,17,8.714,1,0,14.485
AL4,3,AL,CA3,5,2,4,8,59,16.154,2,0,22.728
AL4,3,AL,CA3,3,1,3,1,56,23.118,1,0,44.799
AL4,3,AL,CA3,23,11,11,46,193,12.745,10,0,41.456
AL4,3,AL,CA3,13,6,7,22,107,12.06,5,1,30.728
AL4,3,AL,CA3,13,6,8,13,127,12.824,6,0,25.728
AL4,3,AL,CA3,3,1,3,4,24,11.657,1,0,21.899
AL4,3,AL,CA3,5,2,4,4,101,25.494,2,0,62.527
AL4,3,AL,CA3,1,0,2,0,24,28.728,0,0,28.728
AL4,4,AL,CA3,5,2,4,6,53,14.471,2,0,23.314
AL4,4,AL,CA3,1,0,2,0,27,35.042,0,0,35.042
AL4,4,AL,CA3,9,4,5,13,43,7.889,3,1,16.243
AL4,4,AL,CA3,7,3,5,8,64,12.692,3,0,22.485
AL4,4,AL,CA3,8,3,6,15,57,10.955,2,1,31.243
AL4,4,AL,CA3,3,1,3,4,54,23.452,1,0,39.627
AL4,4,AL,CA3,11,5,7,11,84,10.537,5,0,19.142
AL4,4,AL,CA3,6,3,4,10,60,13.795,2,0,21.314
AL4,4,AL,CA3,9,4,6,15,65,11.055,4,0,23.314
AL4,4,AL,CA3,13,6,7,19,169,17.281,5,1,63.113
AL4,4,AL,CA3,13,6,8,16,141,14.833,6,0,32.314
AL4,4,AL,CA3,14,6,9,25,133,13.548,5,1,32.142
AL4,4,AL,CA3,6,3,3,11,47,11.34,3,0,18.071
AL4,4,AL,CA3,5,2,4,5,98,24.762,2,0,71.355
AL4,4,AL,CA3,9,4,6,13,108,15.611,4,0,43.314
AL4,1,AL,GD,3,1,3,3,35,16.647,1,0,23.314
AL4,1,AL,GD,1,0,2,0,41,48.627,0,0,48.627
AL4,1,AL,GD,11,5,7,14,73,9.923,5,0,19.971
AL4,1,AL,GD,12,5,8,19,72,9.637,4,1,23.314
AL4,1,AL,GD,7,3,5,12,57,11.528,3,0,22.071
AL4,1,AL,GD,6,2,5,9,103,22.963,1,1,44.627
AL4,1,AL,GD,6,2,5,10,92,20.346,1,1,38.142
AL4,1,AL,GD,4,1,4,4,42,14.735,0,1,26.728
AL4,1,AL,GD,19,9,11,28,126,10.083,9,0,26.556
AL4,1,AL,GD,7,3,5,6,95,17.52,3,0,25.385
AL4,1,AL,GD,13,6,8,22,123,13.463,6,0,26.728
AL4,1,AL,GD,12,6,6,22,112,13.876,6,0,46.87
