Animal,Corte,Grupo,Region,Branches,Junctions,End.point.voxels,Juncction.voxels,Slab.voxels,Average.branch.length,Triple.points,Quadruple.points,Maximum.branch.length
CS2,1,CS,CA1,15,7,9,26,138,13.283,7,0,29.556
CS2,1,CS,CA1,3,1,3,3,30,13.876,1,0,22.142
CS2,1,CS,CA1,7,3,5,8,93,17.84,3,0,34.627
CS2,1,CS,CA1,20,11,7,24,149,10.674,11,0,27.385
CS2,1,CS,CA1,18,9,9,28,154,12.222,9,0,20.071
CS2,1,CS,CA1,40,19,20,72,268,10.588,17,1,31.799
CS2,1,CS,CA1,7,3,5,8,66,13.865,3,0,19.314
CS2,1,CS,CA1,10,4,7,14,90,12.456,3,1,22.657
CS2,1,CS,CA1,7,3,4,8,33,7.706,2,1,16.314
CS2,1,CS,CA1,29,15,12,47,192,10.341,14,1,21.728
CS2,1,CS,CA1,16,8,8,22,120,10.98,8,0,20.314
CS2,1,CS,CA1,1,0,2,0,29,35.385,0,0,35.385
CS2,1,CS,CA1,3,1,3,4,56,24.947,1,0,61.527
CS2,1,CS,CA1,23,11,12,40,191,12.47,10,1,30.207
CS2,1,CS,CA1,31,14,16,52,208,10.562,10,4,25.899
CS2,2,CS,CA1,14,7,7,21,113,11.894,7,0,26.314
CS2,2,CS,CA1,3,1,3,5,24,11.99,1,0,29.556
CS2,2,CS,CA1,3,1,3,1,38,15.6,1,0,26.071
CS2,2,CS,CA1,13,7,5,23,103,11.638,7,0,28.071
CS2,2,CS,CA1,8,4,4,14,55,10.553,4,0,18.243
CS2,2,CS,CA1,3,1,3,3,30,13.324,1,0,31.142
CS2,2,CS,CA1,15,8,6,26,130,12.402,8,0,49.627
CS2,2,CS,CA1,7,3,5,10,87,16.238,3,0,22.314
CS2,2,CS,CA1,16,8,6,31,107,10.974,7,0,27.142
CS2,2,CS,CA1,12,6,4,17,76,9.395,4,2,22.728
CS2,2,CS,CA1,9,4,5,17,70,12.135,3,1,20.899
CS2,2,CS,CA1,13,6,7,23,156,16.429,5,1,35.207
CS2,2,CS,CA1,9,4,6,13,65,10.741,4,0,17.243
CS2,2,CS,CA1,5,2,4,6,54,14.174,2,0,29.142
CS2,2,CS,CA1,2,1,1,3,35,21.399,1,0,24.314
CS2,3,CS,CA1,7,3,5,11,94,18.387,3,0,32.213
CS2,3,CS,CA1,3,1,3,3,44,19.923,1,0,44.698
CS2,3,CS,CA1,9,4,6,10,65,10.224,4,0,28.556
CS2,3,CS,CA1,1,0,2,0,62,77.912,0,0,77.912
CS2,3,CS,CA1,1,0,2,0,100,121.296,0,0,121.296
CS2,3,CS,CA1,15,7,9,24,104,10.48,7,0,32.385
CS2,3,CS,CA1,11,5,7,15,100,12.619,5,0,34.385
CS2,3,CS,CA1,16,7,10,22,144,13.038,6,1,23.449
CS2,3,CS,CA1,11,5,7,17,188,22.797,5,0,72.255
CS2,3,CS,CA1,4,1,4,5,29,11.732,0,1,18.485
CS2,3,CS,CA1,3,1,3,3,60,25.257,1,0,41.213
CS2,3,CS,CA1,29,14,16,45,187,9.642,14,0,21.314
CS2,3,CS,CA1,11,5,7,16,122,15.275,5,0,32.627
CS2,3,CS,CA1,3,1,3,4,60,26.004,1,0,45.284
CS2,3,CS,CA1,11,5,7,15,74,10.067,5,0,23.142
CS2,4,CS,CA1,5,2,4,5,52,14.617,2,0,47.284
CS2,4,CS,CA1,1,0,2,0,26,30.314,0,0,30.314
CS2,4,CS,CA1,3,1,3,3,13,6.69,1,0,9.243
CS2,4,CS,CA1,18,9,9,32,175,13.44,9,0,45.899
CS2,4,CS,CA1,10,5,5,13,101,13.888,5,0,30.728
CS2,4,CS,CA1,5,2,4,4,74,19.099,2,0,47.042
CS2,4,CS,CA1,12,5,8,20,174,19.807,4,1,59.355
CS2,4,CS,CA1,5,2,4,7,65,17.037,2,0,31.314
CS2,4,CS,CA1,11,6,4,17,87,11.566,6,0,17.314
CS2,4,CS,CA1,7,2,6,11,104,20.135,1,0,34.385
CS2,4,CS,CA1,5,2,4,7,82,21.548,2,0,40.456
CS2,4,CS,CA1,15,7,9,22,121,11.392,7,0,15.828
CS2,4,CS,CA1,16,8,8,26,114,10.445,8,0,26.485
CS2,4,CS,CA1,22,10,13,36,168,11.357,9,1,27.314
CS2,4,CS,CA1,7,3,5,12,67,13.608,3,0,59.698
CS2,1,CS,CA3,7,3,5,11,120,21.593,3,0,70.042
CS2,1,CS,CA3,5,2,4,7,57,15.802,2,0,28.385
CS2,1,CS,CA3,3,1,3,4,31,14.266,1,0,19.485
CS2,1,CS,CA3,1,0,2,0,25,28.899,0,0,28.899
CS2,1,CS,CA3,1,0,2,0,18,21.899,0,0,21.899
CS2,1,CS,CA3,9,3,7,18,82,13.975,1,2,24.971
CS2,1,CS,CA3,5,2,4,4,72,18.451,2,0,37.556
CS2,1,CS,CA3,12,5,8,21,158,17.723,4,1,35.485
CS2,1,CS,CA3,9,4,5,10,79,11.668,3,1,33.485
CS2,1,CS,CA3,5,2,4,5,72,17.905,2,0,23.314
CS2,1,CS,CA3,10,5,6,14,84,11.567,4,0,29.142
CS2,1,CS,CA3,5,2,4,8,48,13.871,2,0,18.485
CS2,1,CS,CA3,3,1,3,1,45,18.761,1,0,29.556
CS2,1,CS,CA3,5,2,4,2,81,20.099,2,0,34.556
CS2,1,CS,CA3,12,5,8,21,133,15.631,4,1,39.042
CS2,2,CS,CA3,9,4,6,10,101,14.868,4,0,22.314
CS2,2,CS,CA3,5,2,4,2,66,16.105,2,0,35.314
CS2,2,CS,CA3,16,7,9,34,149,13.209,5,2,40.78
CS2,2,CS,CA3,17,9,6,31,135,11.273,8,1,20.243
CS2,2,CS,CA3,7,3,5,11,45,10.287,3,0,24.385
CS2,2,CS,CA3,11,5,7,17,80,10.628,5,0,32.142
CS2,2,CS,CA3,20,10,10,33,159,11.769,10,0,32.728
CS2,2,CS,CA3,4,2,2,5,35,11.639,2,0,23.314
CS2,2,CS,CA3,20,10,10,31,239,16.211,10,0,29.899
CS2,2,CS,CA3,14,7,7,23,121,12.857,7,0,28.142
CS2,2,CS,CA3,21,10,11,34,248,16.259,9,1,62.698
CS2,2,CS,CA3,18,9,9,22,141,10.963,9,0,22.899
CS2,2,CS,CA3,31,15,15,67,235,11.639,13,2,45.162
CS2,2,CS,CA3,3,1,3,1,17,8.243,1,0,15.899
CS2,2,CS,CA3,3,1,3,3,70,29.28,1,0,31.799
CS2,3,CS,CA3,7,3,5,7,85,16.022,3,0,26.899
CS2,3,CS,CA3,9,4,6,10,136,18.849,4,0,50.728
CS2,3,CS,CA3,5,2,4,5,39,11.14,2,0,17.071
CS2,3,CS,CA3,13,6,8,20,137,14.368,6,0,34.385
CS2,3,CS,CA3,5,2,4,5,64,17.217,2,0,34.213
CS2,3,CS,CA3,9,4,6,13,104,15.995,4,0,37.213
CS2,3,CS,CA3,8,3,6,13,82,14.997,2,1,41.213
CS2,3,CS,CA3,4,1,4,7,53,17.928,0,1,29.899
CS2,3,CS,CA3,14,7,7,23,108,11.443,7,0,24.142
CS2,3,CS,CA3,3,1,3,4,33,14.657,1,0,21.071
CS2,3,CS,CA3,3,1,3,3,26,11.714,1,0,15.657
CS2,3,CS,CA3,4,1,4,7,60,20.435,0,1,31.142
CS2,3,CS,CA3,7,3,5,10,72,14.298,3,0,35.728
CS2,3,CS,CA3,4,1,4,6,37,14.112,0,1,19.899
CS2,3,CS,CA3,21,9,13,38,173,12.34,7,2,32.314
CS2,4,CS,CA3,4,2,2,5,52,16.942,2,0,30.142
CS2,4,CS,CA3,11,5,7,12,96,11.854,5,0,25.899
CS2,4,CS,CA3,10,5,4,20,81,12.563,4,1,18.071
CS2,4,CS,CA3,4,1,4,4,52,18.683,0,1,30.863
CS2,4,CS,CA3,5,2,4,7,61,15.491,2,0,28.899
CS2,4,CS,CA3,9,4,6,15,86,13.324,4,0,26.899
CS2,4,CS,CA3,5,2,4,7,51,13.905,2,0,29.556
CS2,4,CS,CA3,1,0,2,0,20,25.971,0,0,25.971
CS2,4,CS,CA3,5,2,4,2,40,10.408,2,0,29.485
CS2,4,CS,CA3,17,8,9,23,143,12.048,7,1,25.314
CS2,4,CS,CA3,10,5,5,17,77,11.581,5,0,19.728
CS2,4,CS,CA3,11,4,7,14,132,16.151,1,3,47.79
CS2,4,CS,CA3,4,2,2,7,67,23.039,2,0,29.142
CS2,4,CS,CA3,11,5,7,12,162,19.602,5,0,42.971
CS2,4,CS,CA3,5,2,4,8,31,9.808,2,0,19.485
CS2,1,CS,GD,18,9,7,32,97,9.027,7,2,17.485
CS2,1,CS,GD,19,9,9,31,153,11.771,7,2,22.485
CS2,1,CS,GD,11,5,7,16,92,12.246,5,0,22.556
CS2,1,CS,GD,5,2,4,7,36,10.111,2,0,13.828
CS2,1,CS,GD,18,8,9,34,124,10.924,5,3,19.485
CS2,1,CS,GD,3,1,3,3,36,16.704,1,0,40.87
CS2,1,CS,GD,3,1,3,3,45,21.223,1,0,41.941
CS2,1,CS,GD,12,6,6,19,85,10.651,6,0,18.485
CS2,1,CS,GD,1,0,2,0,26,34.456,0,0,34.456
CS2,1,CS,GD,8,4,3,15,72,13.031,3,1,23.071
CS2,1,CS,GD,11,5,7,18,85,10.97,5,0,36.728
CS2,1,CS,GD,31,16,14,51,219,10.813,16,0,43.627
CS2,1,CS,GD,8,4,4,9,124,19.559,4,0,49.627
CS2,1,CS,GD,10,4,7,13,63,9.733,3,1,13.899
CS2,1,CS,GD,3,1,3,1,20,8.771,1,0,16.657
CS2,2,CS,GD,14,7,7,22,113,11.432,7,0,21.657
CS2,2,CS,GD,5,2,4,5,76,20.494,2,0,72.669
CS2,2,CS,GD,3,1,3,4,93,37.971,1,0,95.426
CS2,2,CS,GD,25,12,12,43,211,12.502,10,2,30.314
CS2,2,CS,GD,17,8,10,22,129,11.117,8,0,28.971
CS2,2,CS,GD,18,9,7,34,145,12.013,7,2,30.971
CS2,2,CS,GD,5,2,4,7,107,26.714,2,0,80.698
CS2,2,CS,GD,3,1,3,4,32,14.462,1,0,30.899
CS2,2,CS,GD,9,4,6,12,77,12.239,4,0,20.657
CS2,2,CS,GD,18,9,9,25,174,13.387,9,0,43.627
CS2,2,CS,GD,5,2,4,7,94,24.197,2,0,41.556
CS2,2,CS,GD,3,1,3,1,24,10.933,1,0,15.899
CS2,2,CS,GD,11,5,7,11,118,14.909,5,0,37.556
CS2,2,CS,GD,13,6,8,20,124,13.336,6,0,27.314
CS2,2,CS,GD,9,4,6,12,65,10.492,4,0,18.485
CS2,3,CS,GD,3,1,2,2,31,13.819,0,1,34.627
CS2,3,CS,GD,5,2,4,7,29,8.76,2,0,15.657
CS2,3,CS,GD,3,1,3,3,51,21.29,1,0,33.971
CS2,3,CS,GD,8,3,6,12,48,9.937,2,1,18.314
CS2,3,CS,GD,3,1,3,5,27,13.404,1,0,18.899
CS2,3,CS,GD,19,8,11,32,128,10.621,6,1,35.385
CS2,3,CS,GD,1,0,2,0,24,27.899,0,0,27.899
CS2,3,CS,GD,1,0,2,0,38,43.142,0,0,43.142
CS2,3,CS,GD,1,0,2,0,39,49.113,0,0,49.113
CS2,3,CS,GD,1,0,2,0,9,11.657,0,0,11.657
CS2,3,CS,GD,13,5,9,19,93,11.043,3,2,18.142
CS2,3,CS,GD,12,6,6,20,125,14.344,6,0,32.556
CS2,3,CS,GD,23,11,10,47,138,9.514,8,3,18.06
CS2,3,CS,GD,13,6,8,19,112,11.985,6,0,38.385
CS2,3,CS,GD,10,5,5,9,132,17.375,5,0,36.799
CS2,4,CS,GD,9,4,6,16,125,18.228,4,0,39.042
CS2,4,CS,GD,28,14,12,45,220,11.502,12,2,35.213
CS2,4,CS,GD,6,2,5,6,52,12.403,1,1,19.728
CS2,4,CS,GD,24,12,9,42,253,15.092,9,3,63.77
CS2,4,CS,GD,12,5,8,18,106,12.711,4,1,19.893
CS2,4,CS,GD,5,2,4,6,25,8.043,2,0,14.071
CS2,4,CS,GD,5,2,4,6,53,14.72,2,0,39.556
CS2,4,CS,GD,3,1,3,3,28,12.657,1,0,18.314
CS2,4,CS,GD,5,2,4,8,56,15.52,2,0,27.142
CS2,4,CS,GD,8,4,4,14,138,22.076,4,0,65.627
CS2,4,CS,GD,7,3,5,9,86,15.894,3,0,28.071
CS2,4,CS,GD,1,0,2,0,37,46.698,0,0,46.698
CS2,4,CS,GD,11,5,7,17,96,12.459,5,0,26.142
CS2,4,CS,GD,5,2,4,7,81,21.762,2,0,32.385
CS2,4,CS,GD,13,7,4,22,148,16.087,6,1,32.213
CS3,1,CS,CA1,9,4,6,11,113,16.819,4,0,47.87
CS3,1,CS,CA1,4,2,2,6,43,14.718,2,0,26.314
CS3,1,CS,CA1,3,1,3,1,27,11.657,1,0,22.071
CS3,1,CS,CA1,7,4,2,12,106,20.126,4,0,29.971
CS3,1,CS,CA1,6,3,3,5,105,21.538,3,0,41.385
CS3,1,CS,CA1,7,3,4,6,76,13.8,2,1,30.556
CS3,1,CS,CA1,5,2,4,4,61,15.92,2,0,30.556
CS3,1,CS,CA1,7,3,5,9,97,19.087,3,0,51.941
CS3,1,CS,CA1,5,2,4,5,101,25.197,2,0,54.213
CS3,1,CS,CA1,1,0,2,0,49,57.456,0,0,57.456
CS3,1,CS,CA1,11,5,7,14,130,15.767,5,0,41.213
CS3,1,CS,CA1,18,9,8,38,153,13.163,6,2,36.799
CS3,1,CS,CA1,14,6,9,18,113,11.484,5,1,27.479
CS3,1,CS,CA1,17,8,8,30,136,12.16,6,2,31.728
CS3,1,CS,CA1,15,7,9,26,104,11.066,7,0,20.556
CS3,2,CS,CA1,9,4,6,12,88,13.619,4,0,30.485
CS3,2,CS,CA1,4,1,4,6,57,20.208,0,1,27.385
CS3,2,CS,CA1,41,20,19,67,305,11.106,17,3,34.728
CS3,2,CS,CA1,12,5,8,20,143,16.465,4,1,33.728
CS3,2,CS,CA1,15,7,9,22,85,8.992,7,0,18.556
CS3,2,CS,CA1,3,1,3,4,30,13.657,1,0,22.657
CS3,2,CS,CA1,1,0,2,0,35,41.799,0,0,41.799
CS3,2,CS,CA1,5,2,4,6,90,24.025,2,0,57.184
CS3,2,CS,CA1,3,1,3,3,49,20.623,1,0,40.728
CS3,2,CS,CA1,9,4,5,13,141,19.677,3,1,60.476
CS3,2,CS,CA1,36,17,18,60,277,11.57,14,3,28.627
CS3,2,CS,CA1,7,3,5,10,61,12.761,3,0,27.627
CS3,2,CS,CA1,19,9,11,28,217,15.33,9,0,49.385
CS3,2,CS,CA1,18,9,9,27,208,15.778,9,0,56.042
CS3,2,CS,CA1,10,5,5,18,129,17.395,5,0,37.556
CS3,3,CS,CA1,3,1,3,1,44,18.842,1,0,27.971
CS3,3,CS,CA1,5,2,4,6,91,22.899,2,0,42.213
CS3,3,CS,CA1,10,4,7,15,115,15.157,3,1,30.314
CS3,3,CS,CA1,1,0,2,0,27,35.042,0,0,35.042
CS3,3,CS,CA1,9,4,5,19,67,12.476,3,1,18.888
CS3,3,CS,CA1,17,7,11,29,250,19.339,5,2,40.627
CS3,3,CS,CA1,3,1,3,3,74,30.752,1,0,46.799
CS3,3,CS,CA1,3,1,3,3,71,28.371,1,0,41.728
CS3,3,CS,CA1,1,0,2,0,15,20.142,0,0,20.142
CS3,3,CS,CA1,3,1,3,4,103,43.375,1,0,91.912
CS3,3,CS,CA1,3,1,3,4,50,21.29,1,0,55.213
CS3,3,CS,CA1,8,3,6,13,84,14.303,2,1,29.142
CS3,3,CS,CA1,1,0,2,0,25,29.314,0,0,29.314
CS3,3,CS,CA1,5,2,4,6,79,21.576,2,0,46.284
CS3,3,CS,CA1,10,4,7,12,89,12.398,3,1,26.314
CS3,4,CS,CA1,13,6,8,19,138,15.011,6,0,27.971
CS3,4,CS,CA1,1,0,2,0,11,16.556,0,0,16.556
CS3,4,CS,CA1,1,0,2,0,43,51.87,0,0,51.87
CS3,4,CS,CA1,1,0,2,0,24,27.071,0,0,27.071
CS3,4,CS,CA1,1,0,2,0,19,23.728,0,0,23.728
CS3,4,CS,CA1,1,0,2,0,33,37.314,0,0,37.314
CS3,4,CS,CA1,3,1,3,3,53,22.509,1,0,40.142
CS3,4,CS,CA1,1,0,2,0,8,11.071,0,0,11.071
CS3,4,CS,CA1,3,1,3,4,44,18.324,1,0,21.657
CS3,4,CS,CA1,1,0,2,0,15,18.485,0,0,18.485
CS3,4,CS,CA1,5,2,4,7,69,18.534,2,0,24.071
CS3,4,CS,CA1,3,1,3,4,50,21.509,1,0,26.728
CS3,4,CS,CA1,1,0,2,0,13,16.071,0,0,16.071
CS3,4,CS,CA1,7,3,5,9,70,13.573,3,0,24.071
CS3,4,CS,CA1,40,20,18,66,283,10.753,18,2,36.799
CS3,1,CS,CA3,1,0,2,0,12,15.071,0,0,15.071
CS3,1,CS,CA3,7,3,5,8,83,15.524,3,0,34.799
CS3,1,CS,CA3,3,1,3,4,46,18.714,1,0,31.899
CS3,1,CS,CA3,3,1,3,3,55,22.623,1,0,37.899
CS3,1,CS,CA3,18,9,8,15,149,11.373,8,1,31.385
CS3,1,CS,CA3,11,5,7,9,135,16.009,5,0,40.142
CS3,1,CS,CA3,7,3,5,8,85,16.402,3,0,26.485
CS3,1,CS,CA3,10,4,7,15,162,21.181,3,1,61.598
CS3,1,CS,CA3,3,1,3,3,45,19.014,1,0,28.728
CS3,1,CS,CA3,9,4,6,14,141,19.987,4,0,35.385
CS3,1,CS,CA3,3,1,3,4,58,23.957,1,0,56.385
CS3,1,CS,CA3,11,5,7,16,72,9.976,5,0,18.728
CS3,1,CS,CA3,6,2,5,9,62,15.139,1,1,22.719
CS3,1,CS,CA3,7,3,5,9,73,14.036,3,0,20.485
CS3,1,CS,CA3,5,2,4,7,27,9.057,2,0,14.899
CS3,2,CS,CA3,8,4,4,15,110,19.18,4,0,48.213
CS3,2,CS,CA3,7,3,5,10,115,21.21,3,0,43.627
CS3,2,CS,CA3,5,2,4,6,93,23.548,2,0,51.042
CS3,2,CS,CA3,3,1,3,4,55,22.128,1,0,29.485
CS3,2,CS,CA3,21,10,10,33,149,10.377,8,2,30.899
CS3,2,CS,CA3,17,8,9,27,175,14.288,7,1,52.971
CS3,2,CS,CA3,9,4,6,11,70,10.798,4,0,19.657
CS3,2,CS,CA3,7,3,5,11,56,11.692,3,0,24.971
CS3,2,CS,CA3,7,3,5,8,81,15.298,3,0,36.314
CS3,2,CS,CA3,13,6,8,18,177,18.22,6,0,56.87
CS3,2,CS,CA3,5,2,4,6,45,12.374,2,0,27.657
CS3,2,CS,CA3,13,6,7,19,127,13.904,5,1,23.485
CS3,2,CS,CA3,7,3,5,12,52,11.371,3,0,22.728
CS3,2,CS,CA3,3,1,3,3,53,23.337,1,0,34.213
CS3,2,CS,CA3,24,11,14,40,225,13.333,10,1,39.314
CS3,3,CS,CA3,11,5,7,16,90,11.356,5,0,21.485
CS3,3,CS,CA3,3,1,3,3,8,4.748,1,0,9.414
CS3,3,CS,CA3,24,11,14,38,259,15.17,10,1,42.213
CS3,3,CS,CA3,10,4,7,17,110,15.482,3,1,27.333
CS3,3,CS,CA3,24,11,14,38,201,12.167,10,1,25.142
CS3,3,CS,CA3,13,6,7,21,155,16.631,5,1,43.456
CS3,3,CS,CA3,6,2,5,6,89,19.428,1,1,40.314
CS3,3,CS,CA3,3,1,3,3,31,13.519,1,0,26.728
CS3,3,CS,CA3,17,7,10,33,156,13.75,5,1,27.071
CS3,3,CS,CA3,15,6,10,27,182,17.752,5,0,40.971
CS3,3,CS,CA3,16,8,8,21,172,14.649,8,0,33.728
CS3,3,CS,CA3,21,10,11,32,188,12.976,9,1,30.142
CS3,3,CS,CA3,18,9,9,26,172,13.585,9,0,56.698
CS3,3,CS,CA3,3,1,3,3,40,17.485,1,0,33.971
CS3,3,CS,CA3,8,3,6,9,121,19.7,2,1,48.863
CS3,4,CS,CA3,30,13,17,43,241,11.88,10,2,34.314
CS3,4,CS,CA3,35,16,19,55,336,13.447,13,3,44.042
CS3,4,CS,CA3,23,12,11,32,238,14.328,11,0,86.083
CS3,4,CS,CA3,37,18,19,52,278,11.156,17,1,33.385
CS3,4,CS,CA3,27,13,13,40,211,11.487,11,2,29.899
CS3,4,CS,CA3,1,0,2,0,48,58.113,0,0,58.113
CS3,4,CS,CA3,3,1,3,1,45,18.623,1,0,24.728
CS3,4,CS,CA3,16,8,8,24,131,12.051,8,0,23.971
CS3,4,CS,CA3,12,6,6,16,140,15.591,6,0,44.87
CS3,4,CS,CA3,7,3,5,9,77,15.461,3,0,32.142
CS3,4,CS,CA3,21,9,12,32,217,14.763,7,1,36.621
CS3,4,CS,CA3,11,5,6,17,115,15.067,4,1,27.728
CS3,4,CS,CA3,1,0,2,0,28,32.728,0,0,32.728
CS3,4,CS,CA3,12,5,8,17,103,12.616,4,1,32.142
CS3,4,CS,CA3,5,3,1,11,77,21.528,3,0,37.042
CS3,1,CS,GD,3,1,3,4,43,18.542,1,0,27.728
CS3,1,CS,GD,9,4,6,15,59,9.725,4,0,28.243
CS3,1,CS,GD,3,1,3,4,97,40.904,1,0,112.882
CS3,1,CS,GD,10,4,6,19,100,14.645,3,0,34.456
CS3,1,CS,GD,10,5,5,21,90,13.247,5,0,31.385
CS3,1,CS,GD,23,11,12,35,184,11.927,10,1,26.071
CS3,1,CS,GD,5,2,4,6,40,11.043,2,0,17.657
CS3,1,CS,GD,12,5,8,9,158,17.675,4,1,38.042
CS3,1,CS,GD,3,1,3,3,29,12.576,1,0,25.071
CS3,1,CS,GD,23,12,10,35,152,10.078,12,0,20.899
CS3,1,CS,GD,34,16,18,52,201,9.028,14,2,26.142
CS3,1,CS,GD,3,1,3,1,43,17.266,1,0,23.899
CS3,1,CS,GD,12,5,8,23,97,11.644,4,1,19.314
CS3,1,CS,GD,21,11,9,41,173,12.217,11,0,35.314
CS3,1,CS,GD,7,2,6,12,83,16.423,0,2,29.378
CS3,2,CS,GD,9,4,6,14,106,15.757,4,0,29.071
CS3,2,CS,GD,17,8,9,25,132,11.648,7,1,36.213
CS3,2,CS,GD,5,2,4,4,44,12.354,2,0,22.142
CS3,2,CS,GD,5,2,4,4,45,12.057,2,0,24.728
CS3,2,CS,GD,1,0,2,0,9,12.071,0,0,12.071
CS3,2,CS,GD,39,20,14,69,296,11.56,17,2,33.385
CS3,2,CS,GD,11,5,6,20,107,14.199,4,1,35.621
CS3,2,CS,GD,1,0,2,0,42,46.728,0,0,46.728
CS3,2,CS,GD,3,1,3,3,30,12.909,1,0,18.071
CS3,2,CS,GD,3,1,3,3,53,21.957,1,0,36.799
CS3,2,CS,GD,7,3,5,11,92,16.943,3,0,31.485
CS3,2,CS,GD,1,0,2,0,22,26.314,0,0,26.314
CS3,2,CS,GD,3,1,3,3,26,11.576,1,0,13.657
CS3,2,CS,GD,1,0,2,0,36,40.314,0,0,40.314
CS3,2,CS,GD,7,3,5,12,64,13.677,3,0,23.799
CS3,3,CS,GD,13,6,8,20,137,14.1,6,0,19.657
CS3,3,CS,GD,22,11,8,40,198,13.12,8,3,34.971
CS3,3,CS,GD,5,2,4,9,64,17.485,2,0,29.728
CS3,3,CS,GD,6,2,5,9,75,17.268,1,1,38.162
CS3,3,CS,GD,18,8,9,22,183,13.884,6,1,34.556
CS3,3,CS,GD,11,5,6,11,69,9.61,4,1,23.314
CS3,3,CS,GD,17,8,9,33,145,12.579,7,1,31.071
CS3,3,CS,GD,18,9,9,27,175,14.069,9,0,28.971
CS3,3,CS,GD,16,7,10,25,138,12.846,6,1,37.213
CS3,3,CS,GD,19,10,8,29,168,12.608,10,0,37.385
CS3,3,CS,GD,13,6,6,20,108,12.335,4,2,25.899
CS3,3,CS,GD,1,0,2,0,17,20.071,0,0,20.071
CS3,3,CS,GD,12,5,7,21,72,10.074,4,0,21.728
CS3,3,CS,GD,5,2,4,8,77,20.085,2,0,35.314
CS3,3,CS,GD,19,9,11,29,179,13.545,9,0,33.314
CS3,4,CS,GD,8,4,4,12,68,11.98,4,0,20.071
CS3,4,CS,GD,3,1,3,3,47,20.371,1,0,29.556
CS3,4,CS,GD,31,16,12,46,205,9.952,14,2,29.899
CS3,4,CS,GD,7,3,5,10,39,8.932,3,0,16.314
CS3,4,CS,GD,5,2,4,7,64,17.831,2,0,28.799
CS3,4,CS,GD,7,3,5,11,57,12.298,3,0,26.971
CS3,4,CS,GD,13,6,7,13,116,12.628,5,1,21.485
CS3,4,CS,GD,7,3,5,10,88,16.998,3,0,23.556
CS3,4,CS,GD,1,0,2,0,32,40.042,0,0,40.042
CS3,4,CS,GD,1,0,2,0,20,26.385,0,0,26.385
CS3,4,CS,GD,5,2,4,8,44,12.657,2,0,21.071
CS3,4,CS,GD,3,1,3,1,12,5.69,1,0,7.828
CS3,4,CS,GD,1,0,2,0,25,33.87,0,0,33.87
CS3,4,CS,GD,1,0,2,0,18,23.556,0,0,23.556
CS3,4,CS,GD,12,5,8,16,111,13.576,4,1,37.042
CS4,1,CS,CA1,22,11,10,34,141,9.783,10,1,22.899
CS4,1,CS,CA1,3,1,3,3,41,18.233,1,0,47.456
CS4,1,CS,CA1,28,14,12,55,159,9.486,12,2,23.142
CS4,1,CS,CA1,26,12,14,39,220,12.467,10,2,36.385
CS4,1,CS,CA1,15,7,8,21,101,9.803,6,1,21.657
CS4,1,CS,CA1,9,4,6,13,84,13.22,4,0,22.485
CS4,1,CS,CA1,26,11,16,40,250,13.608,8,3,33.385
CS4,1,CS,CA1,27,14,9,57,155,9.91,11,3,20.728
CS4,1,CS,CA1,28,14,11,52,208,11.383,11,3,33.719
CS4,1,CS,CA1,42,20,20,68,257,9.691,16,4,34.799
CS4,1,CS,CA1,17,8,9,29,115,10.457,7,1,26.728
CS4,1,CS,CA1,10,5,4,16,134,18.284,4,1,33.476
CS4,1,CS,CA1,29,14,15,41,213,10.682,13,1,26.657
CS4,1,CS,CA1,19,8,11,35,163,12.771,5,3,25.748
CS4,1,CS,CA1,18,10,6,30,187,14.249,10,0,39.799
CS4,2,CS,CA1,14,6,8,27,91,10.866,5,0,27.919
CS4,2,CS,CA1,7,3,5,10,61,12.549,3,0,22.314
CS4,2,CS,CA1,34,18,14,51,273,11.791,18,0,53.456
CS4,2,CS,CA1,7,3,5,8,65,12.277,3,0,30.314
CS4,2,CS,CA1,11,5,7,12,81,10.393,5,0,54.213
CS4,2,CS,CA1,22,12,8,38,122,8.717,12,0,20.243
CS4,2,CS,CA1,11,5,6,15,86,10.939,4,1,44.284
CS4,2,CS,CA1,40,20,18,63,269,10.268,18,2,33.142
CS4,2,CS,CA1,69,36,27,118,546,11.645,33,3,27.728
CS4,2,CS,CA1,58,29,24,98,376,10.074,25,3,25.657
CS4,2,CS,CA1,24,11,14,34,152,9.665,10,1,25.485
CS4,2,CS,CA1,32,15,15,60,274,12.63,12,2,48.621
CS4,2,CS,CA1,22,10,13,30,156,10.83,9,1,28.971
CS4,2,CS,CA1,25,11,15,37,192,11.324,9,2,27.556
CS4,2,CS,CA1,72,39,23,117,432,9.27,35,4,23.721
CS4,3,CS,CA1,20,9,12,30,181,12.804,8,1,28.728
CS4,3,CS,CA1,16,7,9,24,100,9.932,5,2,26.142
CS4,3,CS,CA1,24,11,13,43,157,10.421,10,0,21.314
CS4,3,CS,CA1,10,4,7,14,72,10.666,3,1,23.071
CS4,3,CS,CA1,10,5,5,17,45,8.025,5,0,19.728
CS4,3,CS,CA1,33,14,20,56,304,13.425,10,4,36.547
CS4,3,CS,CA1,11,5,7,13,126,15.124,5,0,39.971
CS4,3,CS,CA1,34,14,18,67,206,10.207,8,4,26.899
CS4,3,CS,CA1,14,6,8,23,120,12.34,4,2,23.728
CS4,3,CS,CA1,28,15,10,39,244,12.193,14,1,42.971
CS4,3,CS,CA1,33,16,16,49,228,10.722,14,2,27.385
