Animal,Corte,Grupo,Region,D,D.max(r²),Lacunarity
AS3,4,AS,CA3,1.384,1.5043,0.4947
AS3,4,AS,CA3,1.5131,1.5685,0.4712
AS3,4,AS,CA3,1.5212,1.4786,0.3681
AS3,4,AS,CA3,1.5848,1.7332,0.3572
AS3,4,AS,CA3,1.4594,1.5387,0.504
AS3,4,AS,CA3,1.3688,1.3758,0.6629
AS3,4,AS,CA3,1.4091,1.527,0.6568
AS3,4,AS,CA3,1.5479,1.6508,0.5008
AS3,4,AS,CA3,1.5135,1.5258,0.375
AS3,1,AS,GD,1.1884,1.2032,0.6031
AS3,1,AS,GD,1.3897,1.4273,0.5666
AS3,1,AS,GD,1.2908,1.2376,0.651
AS3,1,AS,GD,1.4839,1.5599,0.5547
AS3,1,AS,GD,1.5689,1.5874,0.4581
AS3,1,AS,GD,1.429,1.5534,0.465
AS3,1,AS,GD,1.5561,1.5145,0.3671
AS3,1,AS,GD,1.4391,1.3961,0.5695
AS3,1,AS,GD,1.4303,1.2969,0.5163
AS3,1,AS,GD,1.4856,1.5958,0.4329
AS3,1,AS,GD,1.4656,1.5438,0.3961
AS3,1,AS,GD,1.5035,1.5079,0.3881
AS3,1,AS,GD,1.5279,1.6491,0.3354
AS3,1,AS,GD,1.5272,1.6115,0.3519
AS3,1,AS,GD,1.3176,1.3134,0.4121
AS3,2,AS,GD,1.5024,1.5,0.575
AS3,2,AS,GD,1.3645,1.3593,0.7521
AS3,2,AS,GD,1.4676,1.3433,0.4367
AS3,2,AS,GD,1.5136,1.694,0.516
AS3,2,AS,GD,1.3518,1.4604,0.6685
AS3,2,AS,GD,1.4913,1.5563,0.5269
AS3,2,AS,GD,1.4689,1.486,0.503
AS3,2,AS,GD,1.407,1.4577,0.5839
AS3,2,AS,GD,1.5062,1.69,0.3627
AS3,2,AS,GD,1.4086,1.246,0.5287
AS3,2,AS,GD,1.434,1.4504,0.5426
AS3,2,AS,GD,1.4087,1.3999,0.5862
AS3,2,AS,GD,1.5419,1.6774,0.3814
AS3,2,AS,GD,1.5464,1.6885,0.3937
AS3,2,AS,GD,1.4728,1.5668,0.5761
AS3,3,AS,GD,1.5178,1.5882,0.5278
AS3,3,AS,GD,1.3717,1.485,0.5392
AS3,3,AS,GD,1.469,1.5557,0.5343
AS3,3,AS,GD,1.3937,1.4458,0.6439
AS3,3,AS,GD,1.4434,1.4437,0.636
AS3,3,AS,GD,1.4559,1.3978,0.3888
AS3,3,AS,GD,1.4053,1.4506,0.4119
AS3,3,AS,GD,1.515,1.5095,0.4444
AS3,3,AS,GD,1.5016,1.4911,0.4471
AS3,3,AS,GD,1.4586,1.5082,0.57
AS3,3,AS,GD,1.4428,1.6384,0.5134
AS3,3,AS,GD,1.4923,1.4911,0.4316
AS3,3,AS,GD,1.5431,1.4516,0.3544
AS3,3,AS,GD,1.4079,1.4525,0.6244
AS3,3,AS,GD,1.449,1.4026,0.4918
AS3,4,AS,GD,1.5367,1.6311,0.3741
AS3,4,AS,GD,1.4754,1.4493,0.5851
AS3,4,AS,GD,1.4781,1.5099,0.4058
AS3,4,AS,GD,1.4796,1.4568,0.4793
AS3,4,AS,GD,1.5149,1.5785,0.5392
AS3,4,AS,GD,1.4109,1.423,0.6166
AS3,4,AS,GD,1.4694,1.5842,0.5153
AS3,4,AS,GD,1.511,1.4521,0.5265
AS3,4,AS,GD,1.5247,1.5217,0.5484
AS3,4,AS,GD,1.31,1.3974,0.6869
AS3,4,AS,GD,1.5621,1.6932,0.4196
AS3,4,AS,GD,1.5225,1.6103,0.4192
AS3,4,AS,GD,1.3948,1.3454,0.4523
AS3,4,AS,GD,1.5521,1.4982,0.3846
AS3,4,AS,GD,1.4117,1.3414,0.4705
AS4,1,AS,CA1,1.4507,1.4842,0.5432
AS4,1,AS,CA1,1.3875,1.44,0.5338
AS4,1,AS,CA1,1.5404,1.4612,0.4157
AS4,1,AS,CA1,1.6042,1.4844,0.3212
AS4,1,AS,CA1,1.581,1.5276,0.3026
AS4,1,AS,CA1,1.6057,1.7622,0.2921
AS4,1,AS,CA1,1.3463,1.5182,0.5612
AS4,1,AS,CA1,1.3867,1.4341,0.5186
AS4,1,AS,CA1,1.5204,1.5981,0.4298
AS4,1,AS,CA1,1.3909,1.4453,0.5718
AS4,1,AS,CA1,1.415,1.4808,0.5338
AS4,1,AS,CA1,1.4753,1.564,0.5695
AS4,1,AS,CA1,1.432,1.5142,0.6012
AS4,1,AS,CA1,1.486,1.4786,0.4837
AS4,1,AS,CA1,1.3527,1.407,0.5
AS4,2,AS,CA1,1.489,1.5015,0.4556
AS4,2,AS,CA1,1.5372,1.5706,0.3737
AS4,2,AS,CA1,1.4275,1.4538,0.4168
AS4,2,AS,CA1,1.4129,1.5661,0.4825
AS4,2,AS,CA1,1.4895,1.4141,0.3517
AS4,2,AS,CA1,1.4348,1.4811,0.4431
AS4,2,AS,CA1,1.4359,1.2817,0.4274
AS4,2,AS,CA1,1.436,1.488,0.5738
AS4,2,AS,CA1,1.387,1.4971,0.5582
AS4,2,AS,CA1,1.4293,1.2088,0.4616
AS4,2,AS,CA1,1.4158,1.4377,0.4712
AS4,2,AS,CA1,1.3846,1.5096,0.6139
AS4,2,AS,CA1,1.4044,1.5599,0.5563
AS4,2,AS,CA1,1.4578,1.5515,0.4762
AS4,2,AS,CA1,1.4033,1.5059,0.6173
AS4,3,AS,CA1,1.399,1.4351,0.6492
AS4,3,AS,CA1,1.5441,1.8908,0.4022
AS4,3,AS,CA1,1.4078,1.5362,0.5079
AS4,3,AS,CA1,1.5233,1.6111,0.3685
AS4,3,AS,CA1,1.4928,1.6527,0.3818
AS4,3,AS,CA1,1.4317,1.3608,0.5847
AS4,3,AS,CA1,1.5577,1.5318,0.3544
AS4,3,AS,CA1,1.5214,1.5529,0.4046
AS4,3,AS,CA1,1.4019,1.439,0.585
AS4,3,AS,CA1,1.4287,1.4416,0.4206
AS4,3,AS,CA1,1.4895,1.5381,0.4387
AS4,3,AS,CA1,1.517,1.5777,0.3527
AS4,3,AS,CA1,1.4594,1.445,0.4478
AS4,3,AS,CA1,1.5516,1.651,0.3976
AS4,3,AS,CA1,1.1661,1.2354,0.6281
AS4,4,AS,CA1,1.5652,1.5195,0.4066
AS4,4,AS,CA1,1.48,1.5454,0.4542
AS4,4,AS,CA1,1.4493,1.521,0.4426
AS4,4,AS,CA1,1.3614,1.3271,0.5541
AS4,4,AS,CA1,1.4775,1.5833,0.5107
AS4,4,AS,CA1,1.3937,1.4686,0.5063
AS4,4,AS,CA1,1.4533,1.4956,0.5494
AS4,4,AS,CA1,1.3923,1.5092,0.5798
AS4,4,AS,CA1,1.3676,1.5424,0.4645
AS4,4,AS,CA1,1.4209,1.4618,0.5216
AS4,4,AS,CA1,1.3787,1.3707,0.6518
AS4,4,AS,CA1,1.342,1.3445,0.4814
AS4,4,AS,CA1,1.3683,1.4877,0.5947
AS4,4,AS,CA1,1.3833,1.3125,0.6561
AS4,4,AS,CA1,1.4351,1.5076,0.497
AS4,1,AS,CA3,1.5298,1.9085,0.4218
AS4,1,AS,CA3,1.5191,1.5119,0.4801
AS4,1,AS,CA3,1.4824,1.6346,0.4666
AS4,1,AS,CA3,1.4161,1.4215,0.4575
AS4,1,AS,CA3,1.5379,1.3574,0.3475
AS4,1,AS,CA3,1.5169,1.509,0.4521
AS4,1,AS,CA3,1.441,1.4353,0.526
AS4,1,AS,CA3,1.3598,1.4192,0.6662
AS4,1,AS,CA3,1.3681,1.1144,0.3755
AS4,1,AS,CA3,1.3748,1.3668,0.512
AS4,1,AS,CA3,1.2555,1.4229,0.5344
AS4,1,AS,CA3,1.4218,1.3831,0.497
AS4,1,AS,CA3,1.4661,1.5869,0.4822
AS4,1,AS,CA3,1.3858,1.4087,0.5055
AS4,1,AS,CA3,1.4218,1.2834,0.5514
AS4,2,AS,CA3,1.4196,1.4442,0.5951
AS4,2,AS,CA3,1.3851,1.4371,0.6325
AS4,2,AS,CA3,1.5666,1.6648,0.4677
AS4,2,AS,CA3,1.5273,1.5068,0.354
AS4,2,AS,CA3,1.5869,1.7055,0.3942
AS4,2,AS,CA3,1.4214,1.5213,0.6381
AS4,2,AS,CA3,1.4689,1.4739,0.5929
AS4,2,AS,CA3,1.402,1.5167,0.4651
AS4,2,AS,CA3,1.4684,1.3397,0.4386
AS4,2,AS,CA3,1.4119,1.2869,0.5493
AS4,2,AS,CA3,1.4793,1.4808,0.4721
AS4,2,AS,CA3,1.3842,1.4591,0.6652
AS4,2,AS,CA3,1.4629,1.619,0.4374
AS4,2,AS,CA3,1.423,1.5175,0.6116
AS4,2,AS,CA3,1.3959,1.4132,0.5144
AS4,3,AS,CA3,1.3133,1.4027,0.5852
AS4,3,AS,CA3,1.4456,1.52,0.4462
AS4,3,AS,CA3,1.4228,1.4097,0.5039
AS4,3,AS,CA3,1.4025,1.4958,0.521
AS4,3,AS,CA3,1.4701,1.5169,0.3953
AS4,3,AS,CA3,1.2882,1.4043,0.6309
AS4,3,AS,CA3,1.6049,1.6737,0.3623
AS4,3,AS,CA3,1.3366,1.312,0.4909
AS4,3,AS,CA3,1.3492,1.4244,0.6474
AS4,3,AS,CA3,1.4226,1.3685,0.4764
AS4,3,AS,CA3,1.3869,1.5148,0.5468
AS4,3,AS,CA3,1.3101,1.365,0.6668
AS4,3,AS,CA3,1.4093,1.4616,0.4697
AS4,3,AS,CA3,1.473,1.6085,0.4363
AS4,3,AS,CA3,1.5034,1.4828,0.4085
AS4,4,AS,CA3,1.4275,1.5225,0.6017
AS4,4,AS,CA3,1.4694,1.5966,0.4803
AS4,4,AS,CA3,1.4442,1.4746,0.5355
AS4,4,AS,CA3,1.3543,1.3693,0.587
AS4,4,AS,CA3,1.3703,1.3945,0.5999
AS4,4,AS,CA3,1.4537,1.5037,0.5131
AS4,4,AS,CA3,1.46,1.5422,0.4689
AS4,4,AS,CA3,1.4552,1.47,0.4732
AS4,4,AS,CA3,1.4277,1.4827,0.6662
AS4,4,AS,CA3,1.4248,1.4695,0.4807
AS4,4,AS,CA3,1.5256,1.5847,0.5392
AS4,4,AS,CA3,1.489,1.5703,0.4536
AS4,4,AS,CA3,1.5437,1.5113,0.3592
AS4,4,AS,CA3,1.2985,1.4725,0.5658
AS4,4,AS,CA3,1.3929,1.4225,0.5666
AS4,1,AS,GD,1.4098,1.4356,0.565
AS4,1,AS,GD,1.4658,1.6407,0.4687
AS4,1,AS,GD,1.4696,1.2073,0.3961
AS4,1,AS,GD,1.4067,1.3694,0.5584
AS4,1,AS,GD,1.4666,1.4928,0.4134
AS4,1,AS,GD,1.4714,1.4613,0.523
AS4,1,AS,GD,1.4526,1.5828,0.4343
AS4,1,AS,GD,1.5302,1.4656,0.4462
AS4,1,AS,GD,1.4154,1.4916,0.4879
AS4,1,AS,GD,1.4746,1.4652,0.5265
AS4,1,AS,GD,1.5164,1.618,0.4279
AS4,1,AS,GD,1.5063,1.5102,0.4346
AS4,1,AS,GD,1.4849,1.496,0.4436
AS4,1,AS,GD,1.4033,1.5837,0.5219
AS4,1,AS,GD,1.3538,1.45,0.5412
AS4,2,AS,GD,1.4671,1.4573,0.6197
AS4,2,AS,GD,1.4486,1.5447,0.5158
AS4,2,AS,GD,1.5412,1.5774,0.3642
AS4,2,AS,GD,1.4859,1.502,0.4143
AS4,2,AS,GD,1.4861,1.6388,0.4582
AS4,2,AS,GD,1.4306,1.5736,0.4442
AS4,2,AS,GD,1.5129,1.6173,0.3668
AS4,2,AS,GD,1.5168,1.6802,0.4142
AS4,2,AS,GD,1.4601,1.4011,0.5344
AS4,2,AS,GD,1.4599,1.4129,0.5992
AS4,2,AS,GD,1.4363,1.4489,0.4769
AS4,2,AS,GD,1.4476,1.5293,0.4108
AS4,2,AS,GD,1.5326,1.4178,0.3659
AS4,2,AS,GD,1.5348,1.4193,0.4113
AS4,2,AS,GD,1.4278,1.6046,0.4495
AS4,3,AS,GD,1.4851,1.4876,0.4299
AS4,3,AS,GD,1.4581,1.5232,0.5442
AS4,3,AS,GD,1.5833,1.7237,0.4116
AS4,3,AS,GD,1.5914,1.7633,0.3553
AS4,3,AS,GD,1.5402,1.5599,0.3895
AS4,3,AS,GD,1.3777,1.3663,0.5164
AS4,3,AS,GD,1.4596,1.5441,0.5406
AS4,3,AS,GD,1.4533,1.4347,0.5038
AS4,3,AS,GD,1.4591,1.5535,0.5116
AS4,3,AS,GD,1.503,1.4722,0.4507
AS4,3,AS,GD,1.4029,1.3703,0.6911
AS4,3,AS,GD,1.2951,1.2717,0.6001
AS4,3,AS,GD,1.4151,1.3076,0.4196
AS4,3,AS,GD,1.5234,1.6798,0.4169
AS4,3,AS,GD,1.5212,1.5152,0.535
AS4,4,AS,GD,1.4852,1.5951,0.5131
AS4,4,AS,GD,1.4649,1.5456,0.6507
AS4,4,AS,GD,1.4717,1.5345,0.5466
AS4,4,AS,GD,1.4186,1.3815,0.5229
AS4,4,AS,GD,1.5188,1.6315,0.4726
AS4,4,AS,GD,1.435,1.6173,0.459
AS4,4,AS,GD,1.4436,1.4684,0.5446
AS4,4,AS,GD,1.4661,1.5686,0.4281
AS4,4,AS,GD,1.5317,1.6151,0.3818
AS4,4,AS,GD,1.3892,1.5411,0.4947
AS4,4,AS,GD,1.4661,1.7373,0.4232
AS4,4,AS,GD,0.9445,0,0.4035
AS4,4,AS,GD,1.5209,1.6065,0.4342
AS4,4,AS,GD,1.508,1.5338,0.3705
AS4,4,AS,GD,1.4208,1.5358,0.5277
AS5,1,AS,CA1,1.4181,1.6029,0.5304
AS5,1,AS,CA1,1.4241,1.4749,0.5281
AS5,1,AS,CA1,1.4871,1.5408,0.4088
AS5,1,AS,CA1,1.5526,1.5534,0.36
AS5,1,AS,CA1,1.5392,1.5969,0.4772
AS5,1,AS,CA1,1.5537,1.5863,0.4961
AS5,1,AS,CA1,1.3752,1.4209,0.6063
AS5,1,AS,CA1,1.3315,1.4069,0.6368
AS5,1,AS,CA1,1.3692,1.4503,0.6414
AS5,1,AS,CA1,1.4168,1.4039,0.6011
AS5,1,AS,CA1,1.5105,1.5122,0.4933
AS5,1,AS,CA1,1.4961,1.5489,0.5392
AS5,1,AS,CA1,1.3949,1.4486,0.5445
AS5,1,AS,CA1,1.4912,1.5171,0.4787
AS5,1,AS,CA1,1.3587,1.3679,0.649
AS5,2,AS,CA1,1.5761,1.4812,0.381
AS5,2,AS,CA1,1.5868,1.5512,0.4749
AS5,2,AS,CA1,1.3033,1.3105,0.8412
AS5,2,AS,CA1,1.5168,1.5948,0.5358
AS5,2,AS,CA1,1.4139,1.4849,0.6757
AS5,2,AS,CA1,1.546,1.5753,0.4294
AS5,2,AS,CA1,1.3094,1.3859,0.6372
AS5,2,AS,CA1,1.4673,1.5453,0.5165
AS5,2,AS,CA1,1.4491,1.3863,0.4738
AS5,2,AS,CA1,1.4243,1.5926,0.451
AS5,2,AS,CA1,1.3998,1.3868,0.5153
AS5,2,AS,CA1,1.3968,1.3288,0.5314
AS5,2,AS,CA1,1.3651,1.6557,0.4882
AS5,2,AS,CA1,1.4347,1.7834,0.4034
AS5,2,AS,CA1,1.4378,1.5134,0.5883
AS5,3,AS,CA1,1.5103,1.5945,0.4508
AS5,3,AS,CA1,1.4952,1.5446,0.4552
AS5,3,AS,CA1,1.4937,1.5792,0.3954
AS5,3,AS,CA1,1.5073,1.7925,0.3371
AS5,3,AS,CA1,1.5281,1.5528,0.5369
AS5,3,AS,CA1,1.4131,1.4446,0.4941
AS5,3,AS,CA1,1.5025,1.7186,0.4636
AS5,3,AS,CA1,1.5978,1.7098,0.3169
AS5,3,AS,CA1,1.5198,1.5997,0.4339
AS5,3,AS,CA1,1.4489,1.5879,0.4865
AS5,3,AS,CA1,1.522,1.6374,0.4386
AS5,3,AS,CA1,1.3014,1.3303,0.6023
AS5,3,AS,CA1,1.5666,1.7023,0.382
AS5,3,AS,CA1,1.4243,1.5787,0.5035
AS5,3,AS,CA1,1.4194,1.5071,0.6579
AS5,4,AS,CA1,1.3326,1.389,0.6534
AS5,4,AS,CA1,1.4327,1.4924,0.5725
AS5,4,AS,CA1,1.4006,1.3526,0.519
AS5,4,AS,CA1,1.5104,1.5107,0.4278
AS5,4,AS,CA1,1.4332,1.3619,0.5215
AS5,4,AS,CA1,1.5046,1.6458,0.4415
AS5,4,AS,CA1,1.4836,1.6111,0.5512
AS5,4,AS,CA1,1.5201,1.7182,0.4467
AS5,4,AS,CA1,1.3401,1.438,0.577
AS5,4,AS,CA1,1.4572,1.2973,0.5366
AS5,4,AS,CA1,1.4757,1.5089,0.4947
AS5,4,AS,CA1,1.5389,1.7072,0.438
AS5,4,AS,CA1,1.4145,1.4987,0.455
AS5,4,AS,CA1,1.4766,1.5539,0.4373
AS5,4,AS,CA1,1.3446,1.3464,0.6872
AS5,1,AS,CA3,1.4847,1.6359,0.5512
AS5,1,AS,CA3,1.4902,1.5094,0.4833
AS5,1,AS,CA3,1.4786,1.5566,0.4899
AS5,1,AS,CA3,1.3571,1.0322,0.4915
AS5,1,AS,CA3,1.4204,1.3787,0.5876
AS5,1,AS,CA3,1.4546,1.638,0.4343
AS5,1,AS,CA3,1.533,1.6084,0.43
AS5,1,AS,CA3,1.4376,1.451,0.633
AS5,1,AS,CA3,1.4178,1.5971,0.5588
AS5,1,AS,CA3,1.4822,1.4406,0.5665
AS5,1,AS,CA3,1.4246,1.4376,0.6879
AS5,1,AS,CA3,1.4285,1.4128,0.5616
AS5,1,AS,CA3,1.471,1.4202,0.4649
AS5,1,AS,CA3,1.4514,1.5854,0.4946
AS5,1,AS,CA3,1.3793,1.375,0.6222
AS5,2,AS,CA3,1.4021,1.4957,0.5459
AS5,2,AS,CA3,1.4222,1.5208,0.4709
AS5,2,AS,CA3,1.4625,1.4928,0.5397
AS5,2,AS,CA3,1.3909,1.4029,0.5348
AS5,2,AS,CA3,1.4167,1.4294,0.5739
AS5,2,AS,CA3,1.2955,1.3473,0.4592
AS5,2,AS,CA3,1.3839,1.4837,0.4903
AS5,2,AS,CA3,1.5019,1.3759,0.4339
AS5,2,AS,CA3,1.4526,1.3963,0.5365
AS5,2,AS,CA3,1.4349,1.5018,0.6065
AS5,2,AS,CA3,1.4735,1.5133,0.5128
AS5,2,AS,CA3,1.4763,1.5099,0.4977
AS5,2,AS,CA3,1.3543,1.333,0.5999
AS5,2,AS,CA3,1.4168,1.3659,0.5014
AS5,2,AS,CA3,1.4581,1.5519,0.6023
AS5,3,AS,CA3,1.4667,1.5207,0.4979
AS5,3,AS,CA3,1.4655,1.4855,0.6012
AS5,3,AS,CA3,1.5531,1.6254,0.4027
AS5,3,AS,CA3,1.4287,1.4022,0.5251
AS5,3,AS,CA3,1.5602,1.6145,0.4713
AS5,3,AS,CA3,1.4647,1.6333,0.4884
AS5,3,AS,CA3,1.4214,1.5674,0.4718
AS5,3,AS,CA3,1.6307,1.6518,0.3214
AS5,3,AS,CA3,1.517,1.5869,0.5062
AS5,3,AS,CA3,1.5085,1.614,0.4176
AS5,3,AS,CA3,1.4398,1.5047,0.4894
AS5,3,AS,CA3,1.5734,1.6391,0.3675
AS5,3,AS,CA3,1.4922,1.6237,0.4892
AS5,3,AS,CA3,1.5065,1.5421,0.4384
AS5,3,AS,CA3,1.525,1.5964,0.4174
AS5,4,AS,CA3,1.4265,1.5025,0.634
AS5,4,AS,CA3,1.3015,1.4955,0.5216
AS5,4,AS,CA3,1.5023,1.5599,0.4349
AS5,4,AS,CA3,1.4606,1.6,0.4422
AS5,4,AS,CA3,1.5316,1.4473,0.3741
AS5,4,AS,CA3,1.5231,1.5178,0.3542
AS5,4,AS,CA3,1.5904,1.6582,0.4387
AS5,4,AS,CA3,1.4456,1.6244,0.4391
AS5,4,AS,CA3,1.2919,1.289,0.5218
AS5,4,AS,CA3,1.4536,1.611,0.4299
AS5,4,AS,CA3,1.4999,1.5861,0.4612
AS5,4,AS,CA3,1.4706,1.5003,0.5281
AS5,4,AS,CA3,1.365,1.263,0.5164
AS5,4,AS,CA3,1.438,1.5741,0.4339
AS5,4,AS,CA3,1.4099,1.4722,0.5337
AS5,1,AS,GD,1.4713,1.539,0.4732
AS5,1,AS,GD,1.5191,1.5601,0.3598
AS5,1,AS,GD,1.469,1.5599,0.5255
AS5,1,AS,GD,1.4142,1.5419,0.4787
AS5,1,AS,GD,1.4084,1.5095,0.4653
AS5,1,AS,GD,1.3509,1.3601,0.5344
AS5,1,AS,GD,1.4786,1.5411,0.4937
AS5,1,AS,GD,1.4646,1.706,0.4188
AS5,1,AS,GD,1.3994,1.5083,0.5982
AS5,1,AS,GD,1.4159,1.4573,0.5354
AS5,1,AS,GD,1.2886,1.4118,0.5715
AS5,1,AS,GD,1.4095,1.4467,0.6104
AS5,1,AS,GD,1.3964,1.4514,0.516
AS5,1,AS,GD,1.4748,1.5363,0.5506
AS5,1,AS,GD,1.105,1,0.4
AS5,2,AS,GD,1.5142,1.5414,0.5164
AS5,2,AS,GD,1.4487,1.3675,0.5235
AS5,2,AS,GD,1.3556,1.2056,0.4469
AS5,2,AS,GD,1.4559,1.5009,0.5382
AS5,2,AS,GD,1.3322,1.3993,0.5894
AS5,2,AS,GD,1.5284,1.6487,0.5377
AS5,2,AS,GD,1.5049,1.4126,0.5302
AS5,2,AS,GD,1.4966,1.5262,0.5065
AS5,2,AS,GD,1.4797,1.4794,0.443
AS5,2,AS,GD,1.3666,1.403,0.5631
AS5,2,AS,GD,1.4083,1.4382,0.5183
AS5,2,AS,GD,1.5273,1.6264,0.374
AS5,2,AS,GD,1.4933,1.5247,0.4976
AS5,2,AS,GD,1.5495,1.4635,0.4012
AS5,2,AS,GD,1.4051,1.4397,0.5694
AS5,3,AS,GD,1.3875,1.4797,0.5404
AS5,3,AS,GD,1.4614,1.569,0.5429
AS5,3,AS,GD,1.4912,1.5817,0.4109
AS5,3,AS,GD,1.5543,1.5188,0.3821
AS5,3,AS,GD,1.3599,1.3921,0.5849
AS5,3,AS,GD,1.3531,1.3704,0.529
AS5,3,AS,GD,1.5123,1.6375,0.381
AS5,3,AS,GD,1.4424,1.5511,0.6175
AS5,3,AS,GD,1.4113,1.4481,0.5865
AS5,3,AS,GD,1.4122,1.492,0.4827
AS5,3,AS,GD,1.3029,1.3832,0.578
AS5,3,AS,GD,1.4475,1.5269,0.5246
AS5,3,AS,GD,1.4537,1.5685,0.4808
AS5,3,AS,GD,1.3722,1.368,0.5258
AS5,3,AS,GD,1.3067,1.3358,0.4863
AS5,4,AS,GD,1.4401,1.5277,0.5689
AS5,4,AS,GD,1.4593,1.5409,0.492
AS5,4,AS,GD,1.4311,1.5227,0.5278
AS5,4,AS,GD,1.4205,1.4751,0.5286
AS5,4,AS,GD,1.4248,1.4947,0.5578
AS5,4,AS,GD,1.4228,1.5526,0.5118
AS5,4,AS,GD,1.5031,1.4724,0.4044
AS5,4,AS,GD,1.3664,1.3395,0.465
AS5,4,AS,GD,1.5003,1.6341,0.4048
AS5,4,AS,GD,1.5615,1.7109,0.4456
AS5,4,AS,GD,1.4592,1.6027,0.4684
AS5,4,AS,GD,1.4902,1.5513,0.4184
AS5,4,AS,GD,1.3755,1.4391,0.5756
AS5,4,AS,GD,1.4695,1.6801,0.4196
AS5,4,AS,GD,1.5437,1.5976,0.3674
AL1,1,AL,CA1,1.3919,1.4577,0.5939
AL1,1,AL,CA1,1.3393,1.4242,0.6922
AL1,1,AL,CA1,1.4857,1.5172,0.4316
AL1,1,AL,CA1,1.435,1.496,0.4972
AL1,1,AL,CA1,1.498,1.578,0.4677
AL1,1,AL,CA1,1.4085,1.4344,0.5123
AL1,1,AL,CA1,1.3859,1.3524,0.5737
AL1,1,AL,CA1,1.3664,1.6045,0.5256
AL1,1,AL,CA1,1.5195,1.6069,0.4696
AL1,1,AL,CA1,1.4595,1.4984,0.4595
AL1,1,AL,CA1,1.4804,1.4716,0.537
AL1,1,AL,CA1,1.4634,1.5121,0.4601
AL1,1,AL,CA1,1.4322,1.4553,0.5416
AL1,1,AL,CA1,1.4972,1.4987,0.4797
AL1,1,AL,CA1,1.5329,1.5555,0.4927
AL1,2,AL,CA1,1.5349,1.5879,0.5235
AL1,2,AL,CA1,1.4785,1.4488,0.4493
AL1,2,AL,CA1,1.5458,1.6002,0.4277
AL1,2,AL,CA1,1.5324,1.6256,0.4158
AL1,2,AL,CA1,1.3693,1.4402,0.5177
AL1,2,AL,CA1,1.4414,1.3754,0.4948
AL1,2,AL,CA1,1.4723,1.5495,0.447
AL1,2,AL,CA1,1.4357,1.5009,0.4689
AL1,2,AL,CA1,1.4315,1.4476,0.5953
AL1,2,AL,CA1,1.468,1.5075,0.5002
AL1,2,AL,CA1,1.485,1.552,0.4953
AL1,2,AL,CA1,1.3486,1.3875,0.5437
AL1,2,AL,CA1,1.4446,1.6516,0.4496
AL1,2,AL,CA1,1.5045,1.5803,0.4254
AL1,2,AL,CA1,1.5542,1.5381,0.4257
AL1,3,AL,CA1,1.3809,1.3971,0.5577
AL1,3,AL,CA1,1.4242,1.396,0.4612
AL1,3,AL,CA1,1.4618,1.4595,0.6061
AL1,3,AL,CA1,1.4796,1.4718,0.3971
AL1,3,AL,CA1,1.3776,1.5343,0.5944
AL1,3,AL,CA1,1.4497,1.544,0.5989
AL1,3,AL,CA1,1.5116,1.6149,0.372
AL1,3,AL,CA1,1.4619,1.4152,0.5094
AL1,3,AL,CA1,1.4231,1.4604,0.5407
AL1,3,AL,CA1,1.4848,1.4975,0.4563
AL1,3,AL,CA1,1.4873,1.5543,0.536
AL1,3,AL,CA1,1.3145,1.5282,0.4378
AL1,3,AL,CA1,1.5198,1.6498,0.3449
AL1,3,AL,CA1,1.4911,1.5614,0.4572
AL1,3,AL,CA1,1.4909,1.6239,0.475
AL1,4,AL,CA1,1.4311,1.4366,0.527
AL1,4,AL,CA1,1.5528,1.4628,0.3525
AL1,4,AL,CA1,1.4851,1.5539,0.5017
AL1,4,AL,CA1,1.4977,1.573,0.4265
AL1,4,AL,CA1,1.4967,1.5501,0.5133
AL1,4,AL,CA1,1.4906,1.4186,0.3954
AL1,4,AL,CA1,1.5867,1.7703,0.3664
AL1,4,AL,CA1,1.3954,1.3866,0.6019
AL1,4,AL,CA1,1.4184,1.4008,0.6226
AL1,4,AL,CA1,1.3951,1.4896,0.544
AL1,4,AL,CA1,1.3928,1.4969,0.4984
AL1,4,AL,CA1,1.4314,1.3737,0.4437
AL1,4,AL,CA1,1.4851,1.469,0.4342
AL1,4,AL,CA1,1.3119,1.3958,0.5862
AL1,4,AL,CA1,1.3269,1.2907,0.5936
AL1,1,AL,CA3,1.515,1.3929,0.4238
AL1,1,AL,CA3,1.4613,1.5924,0.5396
AL1,1,AL,CA3,1.4379,1.6259,0.3791
AL1,1,AL,CA3,1.5489,1.5152,0.3936
AL1,1,AL,CA3,1.5031,1.6704,0.4229
AL1,1,AL,CA3,1.3424,1.3503,0.5893
AL1,1,AL,CA3,1.4606,1.3921,0.459
AL1,1,AL,CA3,1.4035,1.4423,0.5159
AL1,1,AL,CA3,1.5315,1.5712,0.3745
AL1,1,AL,CA3,1.3884,1.3184,0.5235
AL1,1,AL,CA3,1.4794,1.3339,0.433
AL1,1,AL,CA3,1.4411,1.4366,0.5336
AL1,1,AL,CA3,1.4945,1.479,0.4548
AL1,1,AL,CA3,1.4351,1.5577,0.5172
AL1,1,AL,CA3,1.4121,1.4533,0.56
AL1,2,AL,CA3,1.5517,1.6341,0.404
AL1,2,AL,CA3,1.5175,1.4532,0.4856
AL1,2,AL,CA3,1.4971,1.6189,0.4843
AL1,2,AL,CA3,1.4798,1.6093,0.4901
AL1,2,AL,CA3,1.4567,1.4342,0.4977
AL1,2,AL,CA3,1.3842,1.4361,0.5273
