Animal,Corte,Grupo,Region,Mean Foreground Pixels,Density = Foreground Pixels/Hull Area,Span Ratio,Maximum Span Across Hull,Area,Perimeter,Circularity,Width of Bounding Rectangle,Height of Bounding Rectangle,Maximum Radius from Hull's Centre of Mass,Max/Min Radii,CV for all Radii,Mean Radius,Diameter of Bounding Circle,Maximum Radius from Circle's Centre,Max/Min Radii from Circle Centre,CV for all Radii from Circle's Centre,Mean Radius from Circle's Centre,Method Used to Calculate Circle
AS3,2,AS,CA1,850,0.4538,2.0028,67.7422,1873,176.4099,0.7563,53,68,37.0713,2.0074,0.1481,30.9053,68.5629,34.2814,2.5754,0.1805,31.1241,span
AS3,2,AS,CA1,1818,0.5838,1.3548,78.5493,3114,216.6581,0.8336,72,74,39.9774,1.3086,0.0862,36.7943,78.5493,39.2747,1.1807,0.0518,37.182,span
AS3,3,AS,CA1,702,1.0233,1.2122,33.6155,686,94.7928,0.9594,28,33,25.8179,4.3051,0.3895,16.6578,33.6254,16.8127,1.3711,0.0893,15.3163,span
AS3,3,AS,CA1,767,0.8929,1.4804,42.5793,859,113.9586,0.8312,30,44,28.3515,2.2194,0.2731,20.1917,42.6751,21.3375,2.1052,0.1395,19.3053,span
AS3,3,AS,CA1,901,0.7787,2.0958,55.0818,1157,136.6554,0.7786,53,40,28.6249,1.6267,0.1249,24.9095,55.0818,27.5409,1.5242,0.1121,24.4379,span
AS3,3,AS,CA1,848,1,1.7037,46.0435,848,114.7023,0.81,33,42,28.5021,5.9163,0.3455,19.7028,46.0435,23.0217,2.0191,0.242,18.5511,span
AS3,3,AS,CA1,605,0.6423,2.6801,60.1332,942,137.733,0.624,60,24,35.3209,3.0009,0.2809,23.9895,60.1332,30.0666,10.6301,0.2873,24.4599,span
AS3,3,AS,CA1,956,0.6248,1.8683,64.8845,1530,158.6045,0.7643,44,61,32.9068,1.8844,0.2067,27.1395,64.9232,32.4616,2.0164,0.2079,27.2159,span
AS3,3,AS,CA1,1109,0.5912,1.9677,71.2531,1876,174.5395,0.7738,38,73,39.1084,2.5805,0.2774,28.0788,71.2531,35.6265,2.0458,0.248,28.5653,span
AS3,3,AS,CA1,987,0.6692,2.3944,77.7946,1475,176.036,0.5981,57,58,43.4841,2.5216,0.2988,30.8106,77.7946,38.8973,2.6165,0.2441,31.9612,span
AS3,3,AS,CA1,1352,0.7981,1.3304,55.2268,1694,153.9829,0.8978,43,57,28.8227,1.2717,0.0687,26.0141,55.2416,27.6208,1.1974,0.0572,26.0066,span
AS3,3,AS,CA1,666,0.978,2.1977,43.0813,681,105.4855,0.7691,30,42,25.3118,2.3668,0.2395,18.9759,43.0907,21.5453,1.8207,0.1594,18.3665,span
AS3,3,AS,CA1,852,0.748,1.6437,52.2015,1139,134.3832,0.7926,45,44,32.0191,2.4018,0.3123,22.9652,52.2163,26.1081,2.71,0.2228,21.8771,triangle
AS3,3,AS,CA1,511,0.4514,1.754,57.4282,1132,139.6142,0.7298,57,36,30.9031,2.0448,0.221,23.6905,57.4282,28.7141,2.6158,0.2294,24.2272,span
AS3,3,AS,CA1,726,0.5637,1.9466,59.2284,1288,148.3833,0.7351,58,37,37.7282,2.0242,0.2711,25.0357,59.307,29.6535,2.7423,0.1877,26.7197,span
AS3,3,AS,CA1,1586,0.5822,1.4563,82.7103,2724,209.7846,0.7778,80,55,44.2839,2.0797,0.1865,33.9261,82.8152,41.4076,3.3057,0.2242,35.5097,span
AS3,3,AS,CA1,1659,0.49,1.4483,81.0555,3386,222.6842,0.8581,75,66,41.0697,1.342,0.0966,37.3577,81.0555,40.5278,1.3491,0.0998,37.2363,span
AS3,4,AS,CA1,1381,0.7864,2.1149,69.0652,1756,169.8501,0.7649,69,35,38.4908,2.1804,0.212,29.6213,69.1188,34.5594,2.0277,0.1641,30.2726,span
AS3,4,AS,CA1,470,0.6088,2.0662,50.2195,772,119.5788,0.6785,29,51,27.1978,2.1007,0.2604,20.7778,50.2195,25.1098,1.3116,0.1032,22.2537,span
AS3,4,AS,CA1,692,0.6113,1.7592,52.811,1132,137.931,0.7477,30,53,30.649,1.6717,0.1708,24.7688,52.811,26.4055,1.3101,0.0721,24.8666,span
AS3,4,AS,CA1,1566,0.3789,1.1443,89.2693,4133,244.1613,0.8712,77,90,45.6067,1.3821,0.0863,40.1841,89.2693,44.6346,1.4876,0.1093,39.8585,span
AS3,4,AS,CA1,1860,0.5706,1.7534,88.955,3260,227.0157,0.7949,83,61,45.3747,1.7786,0.1816,38.6143,89.8582,44.9291,1.9447,0.1895,38.5621,triangle
AS3,4,AS,CA1,783,0.6284,1.9377,59.5483,1246,141.9311,0.7773,48,44,30.5211,2.0932,0.2511,23.7413,59.5483,29.7741,1.9872,0.2565,23.5825,span
AS3,4,AS,CA1,1298,0.5126,1.4024,74.4312,2532,197.5194,0.8156,74,56,42.3658,1.509,0.1287,34.7726,74.446,37.223,1.3893,0.0932,34.9449,span
AS3,4,AS,CA1,1856,0.5318,1.398,80.7775,3490,227.6453,0.8463,63,80,42.1014,1.396,0.0834,38.1756,81.7345,40.8672,1.4081,0.08,38.0159,span
AS3,4,AS,CA1,598,0.4646,1.2464,50.9215,1287,144.9198,0.7701,39,52,30.3179,1.607,0.1573,24.9584,54.0062,27.0031,1.4523,0.1157,24.9199,triangle
AS3,4,AS,CA1,2440,0.5601,1.6558,98.656,4356,255.912,0.8358,97,65,50.7165,1.8776,0.1601,43.0934,98.6851,49.3426,1.9738,0.198,43.1315,triangle
AS3,4,AS,CA1,231,1.0744,1.3426,19.6977,215,54.0504,0.9248,18,18,15.6625,8.6056,0.5564,9.3944,19.6977,9.8489,1.5381,0.1081,8.711,span
AS3,4,AS,CA1,1007,0.5645,1.127,60.5392,1784,174.0336,0.7402,54,60,37.2183,1.4788,0.1261,30.5683,65.2973,32.6486,1.2164,0.0562,30.9053,triangle
AS3,4,AS,CA1,678,0.7107,1.6641,47.2017,954,122.471,0.7993,40,42,28.9793,2.2272,0.2178,19.3445,47.6109,23.8054,2.0456,0.2,19.8856,triangle
AS3,4,AS,CA1,920,0.7437,1.4986,50.9215,1237,134.6196,0.8578,38,50,30.3152,1.6873,0.1562,23.1851,50.9215,25.4608,1.3743,0.0935,23.0079,span
AS3,4,AS,CA1,481,0.9877,1.073,27.0185,487,80.807,0.9372,26,27,22.771,3.7849,0.3564,15.0612,28.0073,14.0037,1.2739,0.0654,13.0746,triangle
AS3,1,AS,CA3,695,0.9242,1.8383,41.7732,752,106.013,0.8408,38,31,31.1219,4.4107,0.3813,20.5145,41.7732,20.8866,1.7271,0.172,17.6932,span
AS3,1,AS,CA3,688,0.8589,1.471,40.8167,801,106.6677,0.8847,36,31,25.4497,2.2175,0.2505,17.3548,40.8167,20.4083,1.6526,0.1445,17.4713,span
AS3,1,AS,CA3,472,0.6448,3.2821,57.3847,732,129.9097,0.5451,44,45,30.9291,2.4532,0.2402,23.3269,57.3847,28.6923,2.0378,0.1698,24.4664,span
AS3,1,AS,CA3,1202,0.5371,3.267,109.0413,2238,235.4993,0.5071,38,109,60.993,3.2451,0.3489,36.9569,109.0413,54.5206,2.8957,0.3088,39.9991,span
AS3,1,AS,CA3,408,0.8553,2.2898,39.2046,477,90.8086,0.7269,18,41,21.1397,2.7047,0.2227,15.5559,39.2046,19.6023,2.2019,0.2108,15.6277,span
AS3,1,AS,CA3,487,0.6967,1.6947,42.9418,699,106.5613,0.7735,38,29,22.0314,1.4141,0.1171,18.857,42.9418,21.4709,1.3831,0.1216,18.9534,span
AS3,1,AS,CA3,541,0.6305,1.6785,44.2832,858,115.6423,0.8062,40,40,22.5794,1.3168,0.0934,19.8085,44.2832,22.1416,1.411,0.1182,19.445,span
AS3,1,AS,CA3,985,0.6058,1.6301,62.9365,1626,160.2382,0.7958,60,42,34.7772,1.5903,0.1335,28.1556,62.9365,31.4682,1.3972,0.09,29.0027,span
AS3,1,AS,CA3,1557,0.5691,1.4334,81.4002,2736,208.6534,0.7897,67,66,45.5243,1.9291,0.1986,34.3125,81.4388,40.7194,2.102,0.157,35.6164,span
AS3,1,AS,CA3,1935,0.4926,1.527,99.7647,3928,251.2857,0.7817,88,70,52.1543,1.7292,0.1443,44.1326,99.7647,49.8824,1.9592,0.1546,44.3466,span
AS3,1,AS,CA3,1231,0.6442,1.5682,66.0681,1911,171.7271,0.8143,52,54,34.7612,1.3861,0.1005,30.1085,66.0681,33.0341,1.3483,0.0893,30.5685,span
AS3,1,AS,CA3,658,0.9051,1.6902,41,727,107.8115,0.786,40,33,23.7663,1.8491,0.1816,19.1855,41.2129,20.6064,3.1427,0.1838,18.4854,triangle
AS3,1,AS,CA3,843,0.9346,2.6074,59.2115,902,132.0449,0.6501,59,25,40.7399,3.3238,0.3569,26.6385,59.2115,29.6057,2.2412,0.2671,22.8474,span
AS3,1,AS,CA3,651,0.5175,1.0638,45.4533,1258,132.1881,0.9047,39,43,25.807,1.3574,0.108,22.0128,45.8007,22.9003,1.1557,0.0479,21.6686,triangle
AS3,1,AS,CA3,1262,0.5621,2.596,91.7061,2245,214.4008,0.6137,62,83,53.0268,2.4503,0.2404,37.0537,91.7061,45.853,1.5797,0.1483,40.6076,span
AS3,2,AS,CA3,995,0.6142,1.7624,65.4599,1620,166.3687,0.7355,56,56,34.129,2.0563,0.1865,29.311,66.146,33.073,2.4528,0.1839,29.8351,triangle
AS3,2,AS,CA3,378,1.0588,1.3986,25.0599,357,70.3132,0.9074,23,24,18.9066,6.4247,0.4274,12.3986,25.1482,12.5741,1.3152,0.0816,11.5349,triangle
AS3,2,AS,CA3,831,0.6334,1.5246,56.8595,1312,154.3688,0.6919,52,49,33.9113,2.2253,0.1766,27.8891,59.3896,29.6948,2.9764,0.1969,26.7621,triangle
AS3,2,AS,CA3,1006,0.828,2.1974,58.6003,1215,141.4735,0.7628,55,38,36.1459,2.6683,0.3035,24.3685,58.6072,29.3036,2.9164,0.2359,24.2949,triangle
AS3,2,AS,CA3,426,0.8402,1.0106,28.6356,507,83.5548,0.9126,26,28,15.7408,1.4089,0.0853,13.8172,29.1204,14.5602,1.3246,0.0725,13.6177,triangle
AS3,2,AS,CA3,955,0.5578,1.475,56.8859,1712,158.8912,0.8521,56,44,29.4932,1.2616,0.0522,27.3867,56.8859,28.4429,1.272,0.0558,27.3421,span
AS3,2,AS,CA3,977,0.4117,2.5744,85.2115,2373,209.7002,0.6781,79,60,45.1386,1.5768,0.1264,38.7438,85.2115,42.6058,1.7376,0.1231,38.5673,span
AS3,2,AS,CA3,1310,0.6073,1.4705,69.857,2157,178.8934,0.847,45,70,36.1629,1.568,0.1623,29.939,69.857,34.9285,1.5317,0.1623,29.6931,span
AS3,2,AS,CA3,940,0.7814,1.741,53.1413,1203,136.5489,0.8108,50,31,27.5247,1.8015,0.1491,23.188,53.1413,26.5707,1.5019,0.1265,23.3387,span
AS3,2,AS,CA3,482,1.041,1.7424,31.6228,463,82.3674,0.8576,31,22,20.0202,7.2573,0.2788,15.6298,31.6686,15.8343,1.681,0.1643,13.6877,span
AS3,2,AS,CA3,1081,0.8116,1.5598,54.231,1332,139.6252,0.8586,54,37,30.9933,1.7263,0.1773,23.4973,54.3206,27.1603,1.5757,0.1597,23.602,triangle
AS3,2,AS,CA3,513,0.7478,2.927,48.3322,686,116.445,0.6358,44,36,28.4363,2.6756,0.2471,21.7164,48.3343,24.1671,2.04,0.1534,21.5433,span
AS3,2,AS,CA3,839,0.9633,1.2828,39.4081,871,110.3149,0.8994,37,35,22.6717,2.9095,0.2381,18.5779,40.2178,20.1089,1.859,0.1583,17.8503,triangle
AS3,2,AS,CA3,724,0.6247,2.5146,58.1808,1159,144.3067,0.6994,44,55,37.375,2.0149,0.2653,27.7477,58.2246,29.1123,2.3467,0.1647,26.1408,span
AS3,2,AS,CA3,772,0.3713,2.6386,90.471,2079,212.2937,0.5797,83,46,50.0237,2.3681,0.2489,40.114,90.471,45.2355,1.7808,0.1779,40.2,span
AS3,3,AS,CA3,937,0.53,1.1398,54.4059,1768,157.8612,0.8915,50,52,29.394,1.1796,0.0493,26.4704,55.2649,27.6325,1.1806,0.0598,26.098,triangle
AS3,3,AS,CA3,288,0.8496,1.5822,28.4605,339,70.7081,0.8521,27,22,15.0706,1.775,0.1952,11.3619,28.4605,14.2302,1.6487,0.1843,11.4476,span
AS3,3,AS,CA3,2353,0.4936,1.941,115.395,4767,278.5755,0.7719,81,106,60.1625,2.0896,0.2286,45.8039,115.395,57.6975,2.3694,0.2664,45.6761,span
AS3,3,AS,CA3,972,0.6923,2.2117,67.9117,1404,157.3011,0.713,34,68,36.6604,2.4043,0.2743,25.1827,67.9117,33.9559,3.1527,0.2903,25.6264,span
AS3,3,AS,CA3,1421,0.6631,1.8205,78.1857,2143,186.9804,0.7703,49,75,40.3596,2.1534,0.2181,31.3987,78.1857,39.0928,3.4254,0.2275,31.2053,span
AS3,3,AS,CA3,545,0.7041,3.027,54.9181,774,125.2712,0.6198,35,49,29.1979,2.2762,0.2141,23.4319,54.9181,27.4591,1.9564,0.1845,24.0157,span
AS3,3,AS,CA3,1356,0.7798,1.3437,58.8982,1739,160.9268,0.8438,52,51,31.6507,1.4174,0.0991,27.9467,58.9236,29.4618,1.3576,0.0951,27.251,triangle
AS3,3,AS,CA3,520,1.0442,1.2047,29.5466,498,81.4895,0.9424,22,29,25.5893,9.4629,0.4694,16.4538,29.5466,14.7733,1.2387,0.0685,13.2583,span
AS3,3,AS,CA3,1101,0.6134,2.0752,72.9452,1795,174.9357,0.7371,52,66,42.0921,1.9422,0.2016,32.9548,72.9452,36.4726,1.7075,0.1427,31.6764,span
AS3,3,AS,CA3,873,0.4921,1.368,66.0681,1774,170.2173,0.7694,44,57,37.082,1.5175,0.1168,30.5325,66.0681,33.0341,1.6985,0.1814,28.4151,span
AS3,3,AS,CA3,659,0.8156,1.201,37.6431,808,107.6645,0.8759,36,33,21.5456,1.7075,0.1256,18.5017,38.516,19.258,1.3472,0.0706,18.0055,triangle
AS3,3,AS,CA3,1215,0.649,3.9846,98.27,1872,213.9393,0.514,84,62,57.5891,3.4356,0.3132,38.8742,98.27,49.135,3.5437,0.3262,38.3507,span
AS3,3,AS,CA3,844,0.5051,3.3705,95.7549,1671,207.119,0.4895,87,52,49.228,2.9434,0.3258,37.7264,95.7549,47.8774,3.0635,0.3007,38.113,span
AS3,3,AS,CA3,897,0.876,1.3155,42.9535,1024,119.8585,0.8957,42,34,23.0318,1.4947,0.1029,20.3218,43.3496,21.6748,1.4616,0.0829,20.34,span
AS3,3,AS,CA3,948,0.8323,3.3079,74.3303,1139,162.5826,0.5415,56,56,44.5384,6.9977,0.3568,29.3295,74.3303,37.1652,4.1231,0.3572,27.3459,span
AS3,4,AS,CA3,1113,0.9738,1.3949,48.2597,1143,127.5999,0.8822,36,50,35.8351,3.6134,0.3897,22.5908,48.3016,24.1508,1.6624,0.123,21.3471,triangle
AS3,4,AS,CA3,673,1.009,1.1256,32.28,667,94.3603,0.9414,31,33,23.4454,3.2475,0.3387,16.7576,32.3704,16.1852,1.2724,0.0576,15.1435,triangle
AS3,4,AS,CA3,1912,0.4918,1.0523,79.404,3888,232.3665,0.9049,73,76,42.3393,1.2257,0.052,38.1744,79.9569,39.9784,1.1482,0.0437,38.2858,triangle
AS3,4,AS,CA3,1813,0.5441,1.4854,81.0247,3332,218.2948,0.8787,79,57,41.2257,1.4204,0.1039,36.8033,81.0247,40.5123,1.48,0.1037,36.7166,span
AS3,4,AS,CA3,1912,0.4916,3.2532,127.2242,3889,284.5817,0.6034,119,67,66.3445,3.9489,0.3645,47.025,127.2242,63.6121,4.3638,0.3567,47.0539,span
AS3,4,AS,CA3,1364,0.6443,1.3556,61.131,2117,172.4987,0.894,61,51,33.0188,1.3527,0.0878,28.5789,61.7378,30.8689,1.3207,0.087,28.6732,triangle
AS3,4,AS,CA3,690,0.4915,2.2113,68.7314,1404,164.3792,0.653,68,32,38.9863,2.1421,0.2442,29.0939,69.0946,34.5473,1.9466,0.1989,29.2938,span
AS3,4,AS,CA3,1297,0.7407,1.4483,60.6712,1751,162.019,0.8382,60,45,36.397,1.6487,0.1666,27.9565,61.4311,30.7156,1.5111,0.136,27.5706,triangle
AS3,4,AS,CA3,705,1.0414,1.4632,36.3456,677,97.5661,0.8937,36,28,25.1653,9.9465,0.4166,17.6613,36.3456,18.1728,1.6504,0.1585,15.3948,span
AS3,4,AS,CA3,918,0.9694,1.2535,42.5206,947,114.5943,0.9062,36,34,30.006,2.3688,0.2684,20.9166,42.5206,21.2603,1.4959,0.1051,18.2254,span
AS3,4,AS,CA3,871,0.6235,1.5012,53.4603,1397,145.6717,0.8273,53,40,29.134,1.5532,0.1101,24.9586,54.1024,27.0512,1.3913,0.1108,24.8591,triangle
AS3,4,AS,CA3,565,0.4681,1.2548,48.7647,1207,134.7176,0.8357,39,46,30.1128,1.6469,0.17,22.3733,48.7683,24.3841,1.4673,0.1013,22.3148,span
AS3,4,AS,CA3,1285,0.5778,2.2616,77.4145,2224,194.9359,0.7355,70,65,43.0036,2.0633,0.1915,33.9823,77.4145,38.7072,1.6412,0.1502,34.5747,span
AS3,4,AS,CA3,2066,0.6078,1.1323,74.793,3399,215.799,0.9172,72,67,38.6442,1.2622,0.0737,35.4945,75.3556,37.6778,1.2357,0.0723,35.5846,triangle
AS3,4,AS,CA3,775,0.9182,1.8051,46.8188,844,117.9871,0.7619,28,46,26.7,1.7534,0.1652,21.6216,46.8188,23.4094,1.9426,0.1477,20.9837,span
AS3,1,AS,GD,271,0.6392,4.5127,48.4149,424,105.6516,0.4773,33,41,26.8843,5.1513,0.3446,20.4889,48.4149,24.2074,3.4582,0.3024,19.6616,span
AS3,1,AS,GD,660,0.6316,2.0016,51.8652,1045,132.8553,0.744,33,51,33.7554,1.9009,0.2102,24.7637,52.585,26.2925,1.5991,0.1642,22.3103,span
AS3,1,AS,GD,433,0.5495,1.6072,45.618,788,115.1475,0.7468,34,43,23.4574,1.7166,0.2023,19.3759,45.749,22.8745,1.5833,0.175,19.5744,span
AS3,1,AS,GD,1846,0.482,1.4749,89.627,3830,236.2784,0.8621,79,70,45.1665,1.4542,0.116,39.8588,89.627,44.8135,1.3828,0.1145,39.984,span
AS3,1,AS,GD,1398,0.6928,1.7049,68,2018,173.4033,0.8434,41,67,34.506,2.0297,0.1668,28.8708,68.1481,34.0741,1.7823,0.1768,28.8314,span
AS3,1,AS,GD,646,0.7859,1.0964,33.9559,822,103.0621,0.9725,33,35,22.9122,2.1892,0.2395,17.1145,34.2713,17.1356,1.1643,0.0354,16.6114,triangle
AS3,1,AS,GD,650,0.8587,1.7259,41.5933,757,109.665,0.791,41,25,28.1524,2.2614,0.2748,20.2659,42.505,21.2525,1.5185,0.1303,18.6424,span
AS3,1,AS,GD,918,0.5419,1.9655,64.0781,1694,165.9056,0.7734,35,64,35.0662,2.1502,0.2053,27.0722,64.3223,32.1612,2.4403,0.2283,27.1933,span
AS3,1,AS,GD,723,0.5653,2.0349,62.0725,1279,147.7878,0.7359,62,33,33.5482,2.1694,0.2398,26.9896,62.0725,31.0363,1.4859,0.1525,27.3336,span
AS3,1,AS,GD,978,0.9413,2.5836,60.5392,1039,139.0395,0.6754,56,36,32.8377,3.114,0.2472,24.7888,60.5392,30.2696,2.3619,0.2293,24.6224,span
AS3,1,AS,GD,561,1.0389,1.2698,31.5753,540,85.1343,0.9363,31,26,25.1432,20.0979,0.4557,16.0315,31.5753,15.7877,1.3677,0.1025,13.7042,span
AS3,1,AS,GD,681,1,1.7619,41.4367,681,102.2112,0.8191,39,28,26.5025,3.674,0.3356,17.855,41.4367,20.7183,1.8154,0.189,16.4494,span
AS3,1,AS,GD,693,1.039,1.4773,35.7351,667,95.7162,0.9149,35,27,25.1233,7.8102,0.3874,17.1079,35.7493,17.8746,1.6538,0.1415,15.0429,span
AS3,1,AS,GD,406,1.0464,1.4187,27.7849,388,72.5512,0.9263,24,23,17.9239,7.811,0.4198,12.5085,27.7849,13.8924,1.5068,0.1387,11.4755,span
AS3,1,AS,GD,226,1.0512,1.171,19.2354,215,54.2744,0.9172,16,21,16.09,4.8031,0.3974,10.4576,19.3417,9.6708,1.2966,0.0938,8.6293,triangle
AS3,2,AS,GD,1314,0.5951,1.7059,76.6616,2208,186.1483,0.8007,68,47,40.8201,2.2557,0.2096,32.5444,76.6616,38.3308,1.7771,0.1877,32.0852,span
AS3,2,AS,GD,801,0.5697,1.649,55.3173,1406,149.0168,0.7957,51,51,35.4535,1.6935,0.2055,26.9662,56.0188,28.0094,1.4061,0.0874,26.3367,triangle
AS3,2,AS,GD,363,0.9284,1.3113,26.4008,391,73.335,0.9136,23,26,17.9201,2.5109,0.3204,12.3912,26.4008,13.2004,1.3119,0.083,12.0608,span
AS3,2,AS,GD,746,0.7386,1.0252,39.8246,1010,116.506,0.935,36,38,25.3121,2.045,0.2242,19.9003,39.9858,19.9929,1.1686,0.0511,18.9447,triangle
AS3,2,AS,GD,599,0.6246,2.08,54.3783,959,138.3387,0.6297,51,43,29.4261,1.2716,0.056,26.8295,55.1096,27.5548,1.1596,0.0515,26.468,triangle
AS3,2,AS,GD,1232,0.6331,1.663,72.0069,1946,178.6683,0.7661,64,46,44.6372,2.242,0.2665,31.9418,72.0069,36.0035,2.8711,0.2039,30.674,span
AS3,2,AS,GD,909,0.6442,1.8643,60.0833,1411,153.5755,0.7518,31,59,37.4276,2.0473,0.2517,27.9132,60.4152,30.2076,2.082,0.2523,25.2974,span
AS3,2,AS,GD,854,0.5102,2.1337,75.1332,1674,173.76,0.6967,67,45,38.8513,2.4892,0.2642,30.0441,75.1332,37.5666,3.6618,0.2825,29.7151,span
AS3,2,AS,GD,431,0.984,2.1009,35.5106,438,84.4877,0.7711,35,19,22.0467,3.956,0.2872,15.798,35.5106,17.7553,2.3887,0.2301,14.2102,span
AS3,2,AS,GD,390,0.7104,1.077,31.4006,549,88.103,0.8888,27,33,19.3553,1.8457,0.1812,14.6987,31.4031,15.7015,1.2521,0.0843,14.4765,span
AS3,2,AS,GD,700,0.6272,1.7736,53.4603,1116,133.3388,0.7888,53,35,26.8374,1.9435,0.1628,23.3689,53.4603,26.7301,2.0715,0.1549,23.579,span
AS3,2,AS,GD,1308,0.4407,2.001,91.586,2968,222.0317,0.7566,57,81,47.4518,1.6626,0.157,39.1629,91.586,45.793,2.1259,0.1715,39.986,span
AS3,2,AS,GD,827,1.0061,1.2518,36.4005,822,103.6341,0.9618,32,36,30.8835,5.2333,0.4359,19.9278,36.4635,18.2317,1.2676,0.0851,16.5494,triangle
AS3,2,AS,GD,856,0.8926,1.5519,47.1699,959,119.5556,0.8431,30,49,29.1441,2.7925,0.2663,22.0705,47.1699,23.585,1.7715,0.1487,20.1147,span
AS3,2,AS,GD,1074,0.67,1.6652,62.426,1603,156.7738,0.8196,48,53,35.5883,2.1383,0.2177,25.9938,62.426,31.213,1.829,0.1582,26.5918,span
AS3,3,AS,GD,1329,0.5699,1.3937,72.0625,2332,187.4534,0.834,72,52,39.3585,1.9638,0.1578,30.5096,72.0625,36.0312,2.0072,0.1582,31.1371,span
AS3,3,AS,GD,501,0.6498,1.199,35.7351,771,103.7838,0.8995,35,33,21.7366,2.0598,0.2056,16.8544,36.5726,18.2863,1.3726,0.1002,16.6722,triangle
AS3,3,AS,GD,944,0.7973,1.715,53.2353,1184,135.5317,0.81,40,51,29.7993,1.6186,0.13,23.2134,53.2353,26.6177,1.5671,0.1329,23.1736,span
AS3,3,AS,GD,1305,0.4968,1.4969,81.1542,2627,207.8354,0.7642,55,78,46.1327,1.6666,0.1469,37.349,81.1542,40.5771,1.5223,0.1092,37.342,span
AS3,3,AS,GD,1480,0.4653,1.5289,82.2982,3181,221.7732,0.8127,82,64,43.3071,1.5591,0.1122,37.8933,83.3854,41.6927,1.5614,0.1345,37.6351,triangle
AS3,3,AS,GD,486,1.0407,1.0468,25.807,467,78.151,0.9609,24,27,21.3254,6.8612,0.4254,14.2497,26.2341,13.1171,1.1667,0.0412,12.4905,triangle
AS3,3,AS,GD,334,0.8721,1.929,31.0161,383,76.0565,0.832,19,31,20.7521,3.6271,0.3592,12.6943,31.0161,15.5081,1.8213,0.1984,12.4982,span
AS3,3,AS,GD,908,0.885,1.9785,58.8218,1026,133.4731,0.7237,56,31,31.971,2.7418,0.328,20.91,58.8218,29.4109,2.1116,0.3047,20.6721,span
AS3,3,AS,GD,987,0.9821,1.575,46.1411,1005,120.1688,0.8746,40,41,25.7668,2.2559,0.2647,18.2651,46.1634,23.0817,2.2377,0.1697,20.0409,triangle
AS3,3,AS,GD,932,0.6048,2.195,73.8241,1541,166.706,0.6968,40,69,40.4829,2.5222,0.2857,27.8907,73.8241,36.9121,2.5321,0.282,27.7908,span
AS3,3,AS,GD,926,0.6676,2.0027,65.4599,1387,156.467,0.7119,41,61,33.3848,3.438,0.2949,25.3428,65.4599,32.73,4.2166,0.3053,25.9243,span
AS3,3,AS,GD,626,1.0179,1.3257,31.6228,615,90.7533,0.9383,30,30,22.6375,2.8255,0.3577,15.4828,31.6228,15.8114,1.3176,0.0726,14.7485,span
AS3,3,AS,GD,449,1.0251,1.1332,26.2488,438,76.7,0.9356,25,24,23.9171,7.4303,0.4538,14.207,26.8595,13.4297,1.3435,0.0872,12.4464,span
AS3,3,AS,GD,929,0.6917,2.2888,69.8928,1343,160.6966,0.6535,66,42,41.2244,2.6312,0.2432,30.6177,69.8928,34.9464,1.7713,0.2041,29.0161,span
AS3,3,AS,GD,757,0.7639,1.7733,53.1507,991,130.0042,0.7368,52,31,33.3556,2.2661,0.2708,22.2817,53.1507,26.5754,2.531,0.3379,19.8877,span
AS3,4,AS,GD,535,1.0328,1.2762,30.8869,518,84.2766,0.9165,25,29,20.1078,2.852,0.2525,14.1065,30.8869,15.4434,1.68,0.1504,13.3758,span
AS3,4,AS,GD,1343,0.5691,1.5628,78.339,2360,204.6036,0.7084,76,56,43.0943,2.3881,0.1788,36.4471,78.852,39.426,1.69,0.1135,37.0976,triangle
AS3,4,AS,GD,635,1.0111,1.1038,32.2025,628,93.1682,0.9091,29,31,16.6454,1.4257,0.0967,15.1969,32.6337,16.3169,1.3569,0.0814,15.1973,triangle
AS3,4,AS,GD,1271,0.6387,2.5684,85.9884,1990,195.9558,0.6512,85,39,48.6629,2.6737,0.2835,35.3674,85.9884,42.9942,1.9373,0.187,36.5415,span
AS3,4,AS,GD,1346,0.5287,1.3202,67.8012,2546,191.5131,0.8723,55,68,37.1231,1.6081,0.1575,30.7436,68.0489,34.0245,1.5065,0.1418,30.7225,triangle
AS3,4,AS,GD,1138,0.6138,2.2529,80.1561,1854,188.6001,0.655,67,60,43.051,1.7347,0.2167,32.4565,80.1561,40.078,2.1856,0.2164,32.3509,span
AS3,4,AS,GD,724,0.8712,1.0947,36.3456,831,106.5215,0.9203,35,38,24.6945,2.2482,0.2439,19.5777,36.8618,18.4309,1.3069,0.0708,17.3274,triangle
AS3,4,AS,GD,1424,0.694,2.0228,74.3236,2052,183.4997,0.7658,52,70,47.0889,2.6024,0.3147,31.8832,74.3236,37.1618,2.675,0.1659,32.5715,span
AS3,4,AS,GD,1461,0.7473,1.3542,61.7414,1955,165.037,0.902,49,60,36.1317,1.7269,0.1427,26.4137,61.7414,30.8707,1.6248,0.1795,26.4309,span
AS3,4,AS,GD,1133,0.6641,3.713,100.6578,1706,215.3103,0.4624,69,78,52.9146,4.9353,0.4291,34.3438,100.6578,50.3289,10.0658,0.38,35.6926,span
AS3,4,AS,GD,254,0.9338,1.5068,25.4951,272,65.0949,0.8066,23,19,12.9035,1.5919,0.1616,10.6455,25.4951,12.7475,1.9554,0.1574,10.9868,span
